"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.00526256791701916,0.00140563357738608,-0.0105877113988205,-0.000659268236162799,-0.00108518730128696,0.00845894549558442,0.00356651929486596,-0.0180424310856721,0.01031325956669,0.00403502790233985,0.00759625529817645,0.00765039948512102,0.0117186148374076,0.00363814235088199,0.00717813759570221,-0.0154198066577033,-0.0195553285198527,0.0241339013364299,0.00971105897475457,-0.000962772859991328,-0.0042313180197627,0.01202479542598,-0.0318602138910323
"2",-0.0482711295621277,-0.0235047716213756,-0.0423976542375091,-0.0280892297016775,0.00757169653089351,-0.0159196782105119,-0.0188936721963707,-0.0246551763428188,-0.0151288815963001,-0.0293578684852875,-0.0149092130590898,-0.0117437330761209,-0.0095022404711862,-0.0437233058405422,-0.0195612617021201,-0.0446761520454158,-0.0254756192239621,-0.083900113066294,-0.015770271174024,-0.0220752350056512,-0.0679837896657064,-0.0264946237031353,-0.0903771721147313
"3",-0.0418153828295472,-0.0235041597882165,-0.00808366771249181,-0.00999781106692833,0.016034549847257,-0.0298610677640435,-0.0127270651756519,-0.0340993477819717,-0.0524171606052263,-0.0278005039587933,-0.00496236473486417,-0.0304845792873342,-0.0267841854255322,-0.0262506870518408,-0.0163925539699296,-0.0461650522879572,-0.00208180806903355,-0.0951481183826914,-0.0320654475649492,-0.0239174330605887,-0.0350237837300931,-0.0431067443357628,-0.0485948707404353
"4",-0.00626254551783287,-0.0234900516984451,-0.00168067266451818,-0.0434039196306357,-0.0461161180174466,-0.0108049257307458,-0.00801100521227588,-0.00519568754504125,-0.0246658391870689,0.000827533443436516,-0.0021465684625846,0.00959522554061208,-0.00827748411072938,-0.00877784474002375,-0.0168228266441515,-0.0189981461731064,-0.0268309732040268,-0.0363016266762148,-0.0014492756159904,-0.0212358273113838,-0.0245849019793035,-0.00401252444304502,-0.00941737389586036
"5",-0.0418224110073791,-0.00453199311505456,-0.0144009265538241,-0.053140179394298,-0.0571257527800943,0.0138314791484618,-0.000423414847015899,0.0039411396449565,-0.00826678722767508,0.000826890525471387,0.0109421505491944,0.0003350083783426,-0.00892477494353832,0.00258410441925539,-0.0223978865091298,-0.0199903617096733,-0.011161719961484,-0.227311188742734,-0.00145137906464688,0.0214039086631536,-0.04558374859666,0.00192802116279973,-0.0413519003203352
"6",0.0235640110571066,0.00985115459265454,0.0110310834322736,-0.036106853975108,0,-0.00137457066316649,0.00706865843500784,0.0142918926207581,0.00414193606089645,0.0182236456665209,0.00601824236465746,0.00317699456250258,0.0204658305922913,0.0104593517936235,0.0121349086091471,0.0187653717647368,0.0255663139436995,-0.047514875607513,0.00867684402568882,0,0.0314335226015126,0.0162398092194039,0.00276965864079272
"7",-0.0419422635019444,-0.0371239623476663,-0.0349205487796492,-0.0102215540715381,0.027255963819619,-0.00828734024857038,-0.0220022692942668,-0.0221897659710061,-0.0186349433634634,-0.0215767835753174,-0.0194561986760214,-0.020747982183635,-0.028013036227674,-0.0248037614081109,-0.00477251939903462,-0.0256583494485038,-0.0405094456819552,-0.0943374170817027,-0.0218349286032001,-0.031586065836516,-0.0172488876095562,-0.00840540988679336,-0.0242624654119567
"8",0.0189021555347515,0.0208464258792007,0.029561630299842,0.0141252675520114,-0.0120864780688023,0.0135006872189025,0.00557283619956181,-0.00143502324883549,0.0167041745937518,0.00858803774236267,0.00986074442246629,0.0212486915323254,0.00261894518962735,0.0162542650460426,0.0197369634108239,0.0246363769528107,0.00592317850036966,0.115998913862882,0.0134001274202757,0.00880758651019586,0.0374027337985367,0.00349761882794595,0.0267179608139326
"9",-0.0183685375925268,-0.0173814603478713,-0.00909097170125196,-0.0383898895516427,0.0245937474211962,-0.00328947665039865,-0.0180087899261801,-0.0047417531690377,-0.0299868341985934,-0.00469774611430972,-0.0162577233598874,-0.0166572371605452,0.00217722707386554,-0.0216016114128977,-0.0353258688917402,-0.0204531455857956,0.00869920910876303,0.03509131981127,-0.00923906401829437,0.00514492645783602,0.0162283395234433,-0.0169658358788126,-0.0327182946229674
"10",-0.0134266249034581,-0.0158695323696811,-0.00658556424484312,-0.0160525824915788,-0.081786222946861,-0.0216494716968534,-0.00326975768155693,0.014911189887175,0.00340812599128677,-0.0114239476309202,-0.0159975438423742,0.000508862702864183,0.00535031281367757,-0.00204928102944287,-0.0089482415995642,0.0105887006148819,-0.0451117985138775,-0.0939318198342035,-0.0244789080208596,-0.0193442992278761,-0.0254486894712904,-0.0213728667410353,-0.0427111180930498
