"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",0.0131222232175251,0.00234388186998362,0.0150575676365624,0.0115306017238819,0.0126328786608507,0.027844588023007,0.0097088141269609,0.0214783777402116,-0.00529464909793432,0.0174707448540838,0.0309716974984878,0.0198271674745879,0.0193554429529559,0.0197169909569585,0.0124732562570981,0.0227580938063775,0.0113960509339474,0.0214563174683965,0.0180916878364956,0.0137087686018297,0.0243390683052676,0.0207848767261676,0.019559273884989,0.0202870227697812,0.0130573458162099,0.024455371857083,0.00876173829436307,0.0289550022645597,0.00118040540953746
"2",-0.00472433908805734,-0.022320845515063,-0.0210119352123838,0.0061229528705058,-0.00723766730023039,0.0015906473310478,0.0789272585896709,-0.0410246947007123,-0.014656629966106,-0.00922146595435163,-0.00907721815111654,-0.00949276683989281,0.00579208106389834,-0.00244985576517989,-0.00516910691800712,-0.00749229847150034,-0.00832479882105996,0.00591097154362488,-0.00771353686778172,-0.0067751689164917,-0.000157170923702812,-0.00539084863487653,-0.00355564960373552,-0.00841261083598819,-0.00918813889410436,0.0186768742370596,-0.0439892614889263,0.00826223372654134,0.00926355375154578
"3",-0.00992312719296432,-0.037635103591736,-0.0351150190209025,-0.0164806957894091,-0.019011979488572,-0.0104650260070204,0.0307716586667537,-0.0270359802994643,-0.0524280582052864,-0.0176340312664538,-0.0253957472696261,-0.00310154705549509,-0.00928350154397229,-0.0213306990017056,0.00176269738270383,-0.00458816623109215,-0.00992092569844245,-0.0174517805357163,-0.0337489847366411,-0.0336594753512927,-0.0179213423800076,-0.0264332570681555,-0.0252499630777202,-0.0251961533024373,-0.0343011209258603,-0.0190724239307689,-0.0575338395502924,-0.0106988281317339,-0.00286123228103223
"4",-0.0218093203395467,-0.00927584246252175,-0.00275292672140514,0.00165346231263365,-0.0132488827296495,-0.00733460207589057,0.0382212128201977,-0.00274423882428788,-0.030528574252852,0.000889126047727216,-0.0172960286507169,-0.0208419345845716,-0.00863525307333433,-0.0289168580916537,-0.00651540044332497,-0.0178970751323954,-0.00864994634211856,-0.0101109163909474,-0.0231491818669655,-0.0138109315287104,-0.0284040843233877,-0.00896866998276038,-0.016628461444117,-0.0141032575429589,-0.00930330364765809,0.0212052043855006,-0.0113288151254847,-0.00299850299625667,0.00338057791721854
"5",-0.00490018183246707,-0.0104486628852569,0.0164050158897324,0.00665509620178939,0.0113276525517556,0.00982096845142865,-0.042559614418796,0.0155422351494149,0.015487511114702,0.0056717628117104,0.0157359659318148,0.0121060747104029,0.00586254060743709,0.00327244715348329,0.00331822005601765,0.00622287834948249,0.00860751862832951,0.0212691699078301,0.0112556981054303,-0.0125832200668352,0.00982969906850276,-0.00121817532423262,0.00264956967044201,0.00731549703687102,0.0217029587877568,0.00992504959514007,-0.0207210176375176,0.00996024170505543,0.0200469319452907
"6",-0.0147402121343913,-0.0216006934100102,-0.0288878409457483,0.00116172911880919,-0.0104944348948848,0.00200064087217306,0,-0.00298062813813779,0.000640136584326046,-0.0122700925918144,-0.00430276431486816,0.00200350680591689,-0.00498096546953111,-0.00628622620784822,-0.0029859021354849,-0.00572144350484564,-0.00386847677792032,0.00305635385961096,-0.021061620962828,-0.0114259752940988,-0.0137061524360897,-0.00807739063063612,0,0.00441133353218807,-0.0297041868345961,0.00649893962310359,0.00794443105853581,-0.00330906986265755,-0.00663775733032382
"7",-0.0144225564986824,-0.0100428591900372,-0.0626329176234987,0.00272832854597823,-0.000833217656870688,-0.00328311467060176,0.00951976034059596,-0.0177964998036202,-0.036715321845569,-0.0244510958641643,-0.0118297909538915,-0.00967891409983501,-0.00974033674838464,-0.00686836498162052,-0.0110252244369346,-0.0140811284019451,-0.00426840327075181,-0.0113168945404221,-0.0122944241432684,-0.0274255752388576,-0.0190211791322603,-0.0046803879011051,-0.0249704877732746,-0.0153443432563843,-0.0313296840155843,-0.0301070926704493,-0.0417428491933794,-0.0106632133323587,-0.0057799916872481
"8",-0.00420553809039437,-0.0127917470329747,0.0234959413689307,0.00163343124863521,-0.0153999963540593,0.00152276214560003,0.0288644826677195,-0.00665190922830585,0.00419565592850738,0.00183183784509219,0.00277282807882831,-0.00760749199561233,-0.00311920044953107,0.0075149706250168,0.00100733121730799,-0.0046435896523128,-0.0126989933237173,0.00787783880090099,0.00199322370157142,-0.0033273799877718,0.00955581454130748,-0.0212110260316365,0.000650900435217348,0.0141540086318459,0.0178503725456642,0.017549147766148,0.0129783242424931,-0.0263634660921004,0.00935964265875116
"9",-0.0185412662414958,-0.0225933408905444,-0.0460363396883413,-0.00211028356641387,0.00954795234369304,-0.00473630170132034,-0.0559285526592249,0.00775627157135906,-0.066273535026516,0.000914662096146686,0.00473560474583403,0.000127266942583658,0.00711535762126968,-0.00805779986427193,0.0106821979384763,-0.00272814772846486,-0.00295028204258137,-0.00114898518959852,-0.0108109161042156,-0.0105479665058453,-0.011916891614214,-0.0214130027000419,-0.0423097434781932,-0.0593748076379755,-0.0786029190402233,-0.0254010534720899,-0.0181480755462655,-0.0137375897813636,-0.0263785659363091
"10",0.00340678388731429,-0.0136480964271309,-0.0261754744046471,0.0108445548748218,0.00195448896505623,0.00757533833642797,0.00881062968215491,0.00879126541117072,-0.012557918851406,0.0170417467285207,0.0121308472533074,0.00760652754767094,0.0246565849932282,0.0120356044959061,0.0080472241573015,0.0149699726813737,0.00942754797387113,0.0155896693443929,-0.000402657545202888,0.00261633488807259,0.00740183377676977,0.00590881616407674,0.0281111650609103,0.00479133434582959,-0.0124741742251757,-0.0270115373868651,-0.0132175837319543,0.0283064793806271,-0.016114468369942
"11",-0.0301821451354266,-0.0347548460530484,0.000779727135021061,-0.0192621922600263,-0.0280035269537546,-0.0413728852653373,0.00873367996875463,-0.0444641955106649,-0.035184995429704,-0.0499412848404469,-0.0141012912406059,-0.0357410455055097,-0.0107216326974774,-0.0313887482020689,-0.0189531858022382,-0.0390480899919879,-0.0343721584330459,-0.0217399866364059,-0.0109334962411335,-0.0500040398495558,-0.0295965135031792,-0.042648713184837,-0.0212336364016269,-0.0162316523329182,-0.0251992372694235,-0.00254466022071529,-0.0194455481993664,-0.0421175603336486,-0.0333048244770511
"12",0.00462519861141486,0.0161293819298835,0.0509035068168387,0.00144222809197724,-0.00258509407210473,0.00319937954842504,-0.0219789067187751,0.0186974285424604,-0.0084325896512992,0.0202027073175195,0.0253178079842898,0.000523423199597409,-0.00350211944107361,0.0113393629826091,-0.000335739469327999,-0.00128347255236294,-0.015623914836398,0.0124534610712868,0.0125431545363718,-0.00039249035631743,0.00163870837481813,0.00851748561616432,0.0113954981326468,0.0115667002937339,-0.0121557872822084,-0.0156814596938144,0.0120654409017438,-0.00153329038708429,-0.00192917243240879
"13",0.0213792799378756,0.0166604408931074,0.0219789067187754,0.0308797222676111,0.0266758155865869,0.0272935782524877,0.0176216013498196,0.0366482671557387,0.022411971198017,0.0273989741881143,0.0220625152636171,0.0166065051371671,0.0219757289428689,0.0249729743159611,0.0236710532306077,0.0175336494250497,0.0172708561730565,0.0285304636574025,0.0254082743384067,0.0243031609780035,0.0268677953780461,0.0225376415733084,0.0352521906591383,0.0309822603565578,0.0719830244778112,0.0247784267448075,0.0140107370695984,0.0305713352869145,0.0306964207267331
"14",-0.00674296480701501,-0.0364550682212868,-0.0168071183163813,-0.00956042747620946,-0.00843649548254486,-0.000888498582166399,-0.0131870042819539,-0.00869570696755393,-0.0374687173771247,-0.00941353801528919,-0.0147813947654786,0.00615702304202618,-0.00530505222969323,-0.0116521843505638,0.0114125471063584,-0.000344234082573097,-0.00776863430749063,-0.00277958114659273,-0.00945261075361724,-0.0106568383529462,-0.0117295973732215,-0.00963423673740048,-0.0231067393849982,-0.00528224310330457,-0.00330261846025219,0.00964863961791318,-0.0517510650524453,0.00285796136228012,0.0127593437537599
"15",0.0208546686575747,0.00974429147467814,0.0218667604799624,0.00862846089750582,0.0316869200719752,0.0237945280023442,-0.0360399364831967,0.0111278119361662,0.0237362798988307,0.017310205036714,0.0207829131541766,0.0195016944019434,0.025828028575932,0.0265943895815261,0.0242364930000372,0.0211777296195343,0.0142850477952166,0.0240180213376443,0.0211440923304196,0.01537112369734,0.021331006971053,0.0417634664240971,0.0147069484506204,0.0293710432876115,0.0349183575000626,0.0122937413270076,0.0253178079842898,0.0321267661073514,0.0364383910456611
"16",-0.00993403726442325,-0.00933637794668872,-0.0233416870010302,-0.0138145307798585,-0.0274597755500835,-0.0210912237797259,-0.00921665510492406,-0.0509382185751347,0.00148038517043442,-0.0391921114886624,-0.0112825566903115,-0.0186069541364622,-0.0152459192453951,-0.0217989923268708,-0.0260754247746815,-0.0136318183208459,-0.0263244221635006,-0.00217627942259563,0.000774593377226613,-0.0108634207847437,-0.0101048920285395,-0.00958151556146831,0.000432479193680082,-0.00503598186617016,-0.0186182506289845,-0.0134946755831039,-0.00932909528851845,-0.0191970180989337,-0.0191559498969131
"17",-0.0472882755640262,-0.00408664238545191,-0.0269275805964868,-0.00175723213641342,-0.0147311445775133,0.00353958223986524,0.00461894585629446,-0.00598207167754754,-0.00420012970760622,0,0,-0.0321980299928089,0.00369161288191678,0.00402328703114023,-0.00466656661063121,-0.0280097418204968,-0.0448106135092439,-0.0038199227895701,0.0103987072208987,-0.00205814325288616,-0.031548357734926,-0.0150609100825173,0,0.0192863120778123,-0.00189155163587137,0.00216739273282981,-0.0233416870010302,0.00673856997320927,0.0310548244622179
"18",0.0173322468795346,0.0475804315288752,0.0488262659041242,0.0200904098671624,0.0155744334539107,0.0179066501229632,-0.0186051878310345,0.0265028198659991,0.0528024298900118,0.0280469305114063,0.0279712436608939,0.0170072126472329,0.0256047566065141,-0.0027340195209772,0.0203506350246486,0.00438302402974961,0.010993528823444,0.016627890786553,0.053704178971861,0.0193834173744634,0.00664798476916688,0.0150609100825174,0.0195885310728884,0.0162567172960388,0.0433306785254129,0.0338938117660845,0.031598779328213,0.0149977815355037,0.00764654305487702
"19",-0.00703349467896013,0.0185691989372031,-0.0101597390591244,0.0075955584614778,0.0156122490826723,0.00204869664280537,0.0277795641070757,0.00803662355157292,-0.00235128253165,0.00288808865007325,0.00367107607586775,-0.00468080428159694,0.01140043938704,0.00881858174302957,0.000319710132205786,0.00279502881561596,0.00524173989989362,0.0152973456165782,-0.0168440452564345,-0.0130936848104989,0.000860141116165095,0,-0.0132310935730944,0.00716683220180006,-0.0115491102345945,0.00279735230408568,-0.0158561880593524,-0.0133202102647096,-0.00576081743479389
"20",-0.0300461705308042,-0.0295626351350533,-0.0356385154473587,-0.0103840345745169,-0.018707791163395,0.00447674024705935,0.00455581653586088,-0.010822916800256,-0.0497086649582083,-0.0130625950263827,-0.00403892599724945,-0.0148364830040866,-0.0115385895564938,-0.00973160310133366,-0.0154625651325687,-0.0208591833942621,-0.0279747972058528,0.0100115001479489,-0.0171326350771085,-0.0244815024380679,-0.0128933556114567,-0.00508002108483737,-0.0189759014590057,-0.00705082964961379,-0.0177850999854683,0.00368572441021676,-0.0460876804127262,0.0178309170711459,-0.000251224721833929
"21",0.0101547414776575,0.0051191291156767,0.0305196742884516,0.0127499662775202,0.0245001118678994,-0.00830174146018521,-0.0137301928119021,0.0220759516991996,-0.00148551649006678,0.0223916903149012,0.0203940061636879,0.00105764155813567,0.0092141200611121,0.0116985389072344,0.000649069689598317,0.00397025794849181,0.00984001228785254,0.0022693559534156,0.0178709149186897,-0.000787091736817154,-0.00104566060416563,0.00634600428974889,-0.00945893546097381,0.00647475958356472,-0.00655603576182571,-0.00980507092180153,-0.0234761599200294,-0.0305384257139962,0.0153340908954157
"22",-0.00023228803821055,0.0109376090387201,0.040235312191899,-0.00559518276345414,0.0112130260039026,-0.0275987316261761,0.013730192811902,-0.0226341431733638,0.0105977578440589,0.00658541135833436,0.00252025335918786,0.00776575143252434,-0.0110118112041669,-0.00383101458231429,-0.053760862521788,0.0119339472238125,0.00256349535114085,0.00226421763544432,0.00918280098233498,0.00927444437636182,0.0219883831910638,0.00151706729475249,0.00660868139367669,-0.00635877048640978,0.00125208697492932,-0.00352756871480297,0.026135230812546,-0.0259099671182313,0.00641264991929371
"23",-0.0214860041189928,-0.0704091253163774,-0.0035273405179683,-0.00516215539700738,-0.0487629684554749,-0.0376169312614507,-0.0465200156348929,-0.00616075877458089,-0.0230636385448184,-0.000887390243696587,-0.00866744321016808,-0.0357705292376395,-0.0136568454787622,-0.0193783650317814,-0.0239055208535544,-0.028752091721862,-0.0407390281156752,-0.0280515879292173,-0.0128796628636611,-0.00469178496526971,-0.018593976345989,-0.00862730547725727,-0.0250110297304918,-0.0253713397420178,-0.0264146366545956,-0.0670726960272537,-0.0581854518189932,-0.0523330180370691,0.00502729279034756
"24",-0.0429208805055171,-0.0249010544879474,-0.027948791584049,-0.0232935503570352,-0.0325043124713014,-0.034973850462352,0.023530497410194,-0.0462792741499601,-0.052799696881807,-0.047450507932419,-0.0260900339406139,-0.0186536748757522,-0.0110046257279951,-0.00818647807287856,-0.0108109161042156,-0.0164942190678952,-0.0216146383674724,0.00499733326273452,-0.0122975278104061,-0.0256695756202698,-0.0349237631286245,-0.0413636804512599,-0.0393738090681709,-0.0284768277110134,-0.0727088525476831,-0.0703706849467937,-0.062637099855287,-0.0410973965324303,-0.0408168983166721
"25",-0.00359913512937585,-0.013769580723757,0.00651940012814997,-0.00319724080403778,-0.0142604912191568,0.0170603834732529,-0.0140517534556503,-0.1821450498656,-0.00796605380904564,-0.069977477125525,0.0059391414369612,-0.01239829213201,0.0079129987573255,-0.019645965960141,0.00635969638507821,-0.0150313924814976,-0.023899364949028,0.00337688048613816,-0.00413301358568986,-0.0342205021925197,-0.0197180528629805,-0.00666224982541633,0.00187156447190762,0.00610130019617711,-0.0128630315172829,-0.0141979573966812,-0.00171379647773463,0.0109068931575469,-0.0172196493295523
"26",0.0082957202053894,-0.0174829627803475,0.0164701180965488,-0.000477050474171517,0.0148502877564546,0.0125857588268649,0,-0.0403367610472702,-0.00266951573374118,-0.00159872136369699,-0.0104167608582557,0.00600938151123503,-0.00253664172094496,0.0126620228926657,0.012135504823921,0.0210055628956633,0.0169112362733132,0.00742446401434566,0.00638020554259455,0.0103484883503104,0.0201678347263632,-0.0026773777707164,0.00315034389247976,-0.00451137752284395,0.00697352895750045,0.0307979918315704,0.0291590487508703,0.00728921161334261,0.0100594090462997
"27",-0.0117830820658052,-0.0204906946480674,-0.0143063956512379,-0.0128980241370276,-0.0229620942918309,-0.00441895769006016,-0.00472814119594601,-0.0405004732626338,-0.0671615787695987,-0.0259333820265045,-0.0173523780573873,-0.0147381431125925,-0.0147834959642208,0.00154397595910494,-0.015781495337403,-0.0182163337033466,-0.0232885488786373,0.0571584138399486,-0.00449944516122991,-0.0166093783670328,-0.0274439432718768,-0.047490740689406,-0.0257241323083908,-0.00391821243292425,-0.0161124326337028,0.00623642142778607,-0.0201942074938907,0.0126914730771407,-0.010967144309304
"28",0.0121529273514115,0.0169571220667563,0.0381671767781445,0.000483172820722436,0.00721373732369161,-0.00520878984871944,0.0417694128762951,0.0049627893421291,0.0706305615679069,-0.0059701669865038,0.000380445125380094,0.00802764680014918,-0.00100293725721965,0.0111775310026184,0.00727873605655661,0.0175475390287752,0.0169163403123226,0.00597016698650375,0.0292559284044267,0.00278745825085292,0.00396697784866363,0.0139589089550839,0.0237417399619003,0.0196799354366305,0.0440934735506068,0.0351151760050819,0.0338448848201099,0.00628584062673421,0.0276373782841846
"29",0.0157753195036976,0.0504743750938624,0.0287101058824314,0.027367262769483,0.013977922749426,0.0193735900977911,0.0531098253139483,0.0248226359018769,0.0353301170092932,0.0262878102273726,0.00871052657587182,0.0124069340851054,0.0129603751020388,0.0152485377173483,0.0325671724906428,0.00576125793811786,0.0156788866677723,-0.0109726786694756,0.0439121057159991,0.0294844806791359,0.0153497760261109,0.02977141903019,0.00906350615334691,0.010411151300317,0.0194072564431135,0.0222855906669953,-0.000822030461414875,0.0193471995657718,0.0145329543545705
"30",0.00242365605794714,0.017101563814544,0.00872196069230267,-0.00484686240002657,-0.00622132061425245,0.0327519421053437,0.0128481424778491,0.0165780182760606,0.0226271252581702,0.0151699515904474,0.00938269221459935,0.00359563380057003,0.00127271458882165,0.00406999961841193,0.00598297207187526,0.0143489393225924,0.0146929676058598,-0.000167182145336227,0.0149075390321131,0.00458407166493639,0.01511771795405,0.00804078307030484,-0.00301205046999172,0.00806264742335085,0.012404791593629,-0.00223386989480122,0.0606246218164348,0.023227772887196,-0.00786668226188265
"31",0.0201300830391911,-0.0141610029894976,0.0231109658809082,-0.00108027827668628,0.00740195829566774,0.00247549991482529,0.0252114193464961,0.0256100561050225,-0.0218560161080219,0.0219444542545594,0.000373482730765473,0.00728976476231623,-0.00766069855129838,0.0114249990365776,0.028405327065067,0.00357021691767253,0.00227943601472696,0.010643706004336,0.00720044256165768,0.00563381771825606,-0.00313073291181802,0.0055903246880073,0.015084631704261,0.0157003810889257,-0.00098237196133722,-0.0011704421807556,-0.0230975231930323,-0.00448431244732869,0.00162835884919103
"32",0.00850465792283436,-0.0415388341624592,-0.0171169419406978,-0.0076629408190908,0.00764035453396458,0.0210559424306808,0.0164612770540719,0.01133156600955,0.00179694567670163,0.0113692331678047,0.00447094634476685,0.00205352936836592,0.00199174912907118,0.0010034592218912,0.00207639001435719,0.0103407427191215,0.024882134217831,-0.00381205400721397,-0.0109928966847903,0.00280505092760846,0.00696369209930309,-0.00906672877745729,-0.00205926168182572,-0.00653139713971139,-0.0213020581869145,0.03073094900337,-0.0075532062534466,0.0193271023250581,0.0188450903026037
"33",0.0265784808920724,0.0305728870745349,0.0171169419406977,0.0048893892355964,0.00700119545898356,0.00660590602618549,0.0161946859199806,0.0198716666140987,0.0135016698851611,0.0152123108493489,0.00629981701841649,0.0146622230274402,0.00184593591642674,-0.00010562711437246,0.014845588787682,0.00562760129831031,0.0115685917577344,-0.00833755038259818,0.0171237060785914,0.0175849047754406,0.0207790536535733,0.0101280183437732,0.0217498378825887,0.0150972557427948,0.0370128748632247,0.00153534745673434,0.0287138704253312,-0.00243916724684239,0.00184060423765618
"34",-0.00747258751095299,0.0280177222742673,-0.0237791917661141,-0.00142358428271948,-0.00466201310581119,0.000315357933865569,0.0316231884305121,-0.0142536743098754,-0.0334479340675402,0.00789477784700806,-0.00667163334543648,-0.00526992639137377,-0.00312589058167786,0.00131887868654018,-0.010162249617001,-0.00351355975696828,-0.00171960873518814,-0.000167462112088524,-0.00647251450561737,0,-0.00357907064437399,0.00528961825797769,-0.0137653081813864,-0.00473688136598612,-0.00279901140861997,-0.0262563534087399,0.000387672034318393,-0.00104718143259531,-0.00701239264005024
"35",-0.00939082896827882,0.0304592074847084,0.00599801864855363,-0.00489630355951533,-0.0161934938550799,-0.0150904301143752,0.0116055461203081,0.0114883770067602,-0.0034071583216142,0.00820440925071871,-0.0123481456725403,-0.00788905070898255,0.00142207077435138,-0.00269230735920567,-0.00895007065869855,-0.00435038898939359,-0.00840159530424046,-0.00301912339360237,-0.00445282462063508,0,-0.00552463368599106,0.0068349372288951,0.0114093302026346,-0.000579206503305326,0.0312027860715777,0.0100500273552001,-0.0207565705274689,-0.0443935570471132,-0.00619197024792111
"36",0.00650182250982342,0.0142973047008244,0.0301069859935626,0.025176276733957,0.0246274539834395,0.0205147976967575,-0.011605546120308,0.0263038222316422,0.0138184965098555,0.0225842702580565,0.0208651384639618,0.0171939523125355,0.0163499061418348,0.0145367415119097,0.011662893113486,0.0174050060829132,0.0171124103144783,0.00986217771947495,0.0270927508932643,0.0284256864979515,0.0127568352957275,0.0233050423098408,0.00437097922025475,0.00508554031783792,0.00936044275956367,0.0414332459036631,0.0172620998776954,0.0284345231955474,0.0166311193926262
"37",-0.00301344687936923,0.00902852060267232,-0.00776702933765955,-0.0133169570412316,-0.00464442054015855,-0.00416396877718498,0,0.00805914368685465,0.0225303949067078,0.00561239818455854,-0.0159824996557621,0.00067091582523347,-0.0137952638214695,-0.00805575335322645,-0.00575994637087332,-0.00749725978561663,-0.00484584538927135,-0.02509605390865,-0.0124392257846065,0.00305266072722876,-0.0111752516253898,-0.0118435987908343,0.00657640446315945,-0.0110126888223462,-0.0202872167403703,-0.00234428532928474,0.0188793894892529,-0.017059763573709,-0.0360735631154927
