"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"1",0.0201823197498575,-0.00726860156324931,0.00226022849179381,-0.00417464513051209,0.0155334777377038,0.00104360799632014,-0.0010742157678904,0.0330675289719995,0.00289855275401126,0.0195012828000922,-0.000232964473971452,0.0194793075803374,0.00717296074069335,0.00417122463967468,0.0126859601521233,0.00402739166998235,0.00317171369576874,0.0110016284152732,0.00257508618067554,-0.000667816820411857,0.00185255869470508,0.0148523511133947,0.00289931673841149,-7.35029582700721e-05,-0.00173129963649268,-0.0127546063831373,-0.0165816176606067,-0.00212572202730179,0.00961811626589236,-0.00295119396943024,0.00237623874188317,-0.0147633272414085,0.00993362488106105,0.00454656949468275,0.00126229069507537,0.0126731558782062,0.010506040786891,-0.00107628155149394,0.00431564029237727,0.00463500250414848,0.00425456212423374,0.0145205494323167,0.00439561147303813,0.00653170186321528,0.00340781576592044,-0.00415137419113701,0.000282605625732837,0.00617510135129838,-0.00344658145217665,0.0147311445775132,-0.0032000027306709,0.00831406958647482,-0.0181468937489107,0.0105247837334138,0.0206092644812259,0.0144769856272625,0.0141355737154788,0.00188727859054693
"2",-0.0145914538525507,-0.00955368821478527,-0.00694761894465866,0.000174291939439231,0.000208268250258356,-0.00552859084692,-0.00920963033911203,-0.0143829886571907,-0.0122726449372283,-0.0177126402007119,-0.00842307272910875,-0.0275848374304763,-0.0178716153367108,-0.00506732665612807,-0.0138299068926965,0.00240867238091151,-0.010021752349856,-0.0144406841547942,0.0237188078986307,-0.0169552680724645,-0.0117178146328151,-0.00632120895457657,0.00275971001090723,-0.0101110869196231,-0.00768223837879661,0.00665968111564085,-0.00773065102948618,7.59965041972762e-05,-0.00154151098571891,-0.00307394788644574,0.0130994799535895,0.0204195300470145,-0.00712542309177071,-0.00993170000201712,0.0111515656315577,0.010423024808595,-0.00995033085316809,0.00161398824545487,-0.0233214345337728,-0.014947381079935,-0.012352138204314,-0.0154044188736051,-0.0200314864343796,-0.01398624197474,-0.0101935076191621,-0.000770576457266042,-0.0156631423730699,-0.0202409217760493,0.00442914109889923,0.00535993804241859,-0.0208570291363234,0.00231626956330633,-0.00258732356495102,-0.00123247589164446,0.0043204906149367,-0.0247299274300539,-0.0150446646871793,-0.0102511988725247
"3",-0.00882408576486511,-0.0187951905417674,-0.02594756764684,-0.00296710227278136,-0.0308757873699248,-0.0236517999138123,-0.0241535797425654,-0.0240288490267337,-0.0145464776422002,-0.0280900377707044,-0.0242580265854228,-0.0260116848431118,-0.0066656333133187,-0.0117229938305324,-0.00881400609286152,-0.0167119792433718,-0.0165372417313808,-0.0428176048412922,-0.0206841405916821,-0.0083012191587051,-0.0260015764225253,-0.026306141433883,-0.0237711212834308,-0.0211401417987969,-0.0231096536902708,-0.0222545390735471,-0.0116738315878674,-0.027973313080732,-0.0257841171557147,-0.0062911274121074,-0.0277099138430181,-0.0343078574216492,-0.0213995270126295,-0.061320274018402,0.000207907412648139,-0.0412167217999963,-0.0202027073175195,-0.0260037795485407,-0.0244981630440145,-0.0656735284021355,-0.0277774277282604,-0.0324525508263034,0.00890960764939887,-0.00795408524132026,-0.0166082666528953,-0.00688510770119787,-0.0222021744017058,-0.0281373817190018,-0.0434032755306747,-0.0364597345300001,0.027501571854992,-0.0299799910017611,-0.0570126576632726,-0.0213453613263181,-0.0232613705882574,-0.0172758866032082,-0.0370584322864621,-0.0298818260939921
"4",-0.0290527090908603,-0.0199291215092382,-0.00031113877040067,-0.0276466305588836,-0.0147125111620124,-0.00122812419489209,-0.0149829103113325,0.000412116222605892,-0.0066049030994303,-0.0257538279538414,-0.0211660985288331,-0.0135025147476999,-0.0128206884290614,-0.0107408064702468,-0.0170811606380603,-0.0161669502849575,-0.0151280378187586,-0.0148926077074847,-0.00233361951214173,-0.0128714646328768,0.000565131408089413,-0.00196729437603948,-0.00850264924064023,-0.0112764623472236,-0.00111744340603046,-0.00987174847915423,-0.0187788168445217,0.00584417427400704,-0.0062383234126917,-0.016078074643538,-0.0221870573016051,-0.0206923372764583,-0.0102225352086859,-0.0376700718993941,-0.0254048750588646,0.00207576618384453,-0.0119761910467158,-0.0272648835618061,-0.00461648547156426,-0.0102866447102755,-0.0292835619169399,-0.00580183825041632,0.005000972146126,0.000739152964394176,-0.0092068873575373,-0.0164362306803235,-0.0107694483366271,-0.00571745038096006,-0.010568470580119,-0.0197923127542226,0.00546137129339086,-0.000670815347856105,-0.015320675769563,0.0160903260491025,-0.00422542760061604,-0.0246685414022682,-0.0161754240353973,-0.0173682656126046
"5",-0.0196692794581471,-0.00543409281313558,0.0539116155747934,-0.0323227261793906,-0.0287439643034473,-0.00817464257614798,-0.0202088011441685,-0.000824402355017805,0.0144314898515846,-0.0102678415718223,0.00147420174118802,-0.0562889948935521,0.00225551891980973,-0.00602873128279734,0.00332258685417895,-0.0169944193096241,-0.00853597678911329,-0.0323506113694043,-0.0189463628917045,-0.0228134023146596,-0.000565131408089467,-0.0121348690663614,-0.0106282510201384,-0.000153103448574791,0.00535237673859184,-0.00433840159859802,-0.0293289742666633,-0.00819140952741306,-0.00410444083220718,-0.0176454407716214,-0.0129424910013646,-0.0223350775523162,-0.00915903764065257,-0.0630041555673534,0.0205424036834056,0.000518268993202114,-0.0173615471959011,-0.0131261693443677,0.018339431296904,-0.0277067517289393,-0.109028497591513,-0.040626355567065,0.00382995489229902,-0.00652337376318879,-0.0262942405326872,-0.00506330195654676,0.00768325292652304,-0.00982738137921074,-0.0169872110426594,-0.00144765439508605,-0.0393980563000668,0.00565001688879265,0.00326408645509003,-0.0562563677744371,-0.0173831047089754,-0.0289474701844693,-0.0280475546637015,-0.00527897831012967
"6",0.0108570969484097,-0.00433388907521768,-0.0175495283332704,0.0176605031519503,0.00871027282489332,0.0087888932097119,0.020772591622088,0.023233162392969,0.0080793682236086,0.00727736165371393,0.0177641853473123,0.00779094164488603,-0.00225551891980984,0.00684339527897359,0.00990203217412757,-0.00309554208072278,0.00916797709103836,0.0166151278105946,0.0265491923763833,-0.00106553411293597,0.00112994362304821,0.00161822404143527,0.0460466782236811,-0.000306660525640124,0.0153764294931845,0.0154595924535926,0.0317765313719045,-0.000470108917221809,0.0136164591028997,0.0115635506795457,0.0156747331382377,-0.0122202815528769,0.0114718458413044,-0.0029866586101127,0.0204019061934653,0.00619836695233883,0.0378051893417152,-0.000143626571162445,-0.0190515552365587,-0.0454926456887986,0.00280858661873069,0.00127496829850673,0.0153630333139087,0.00326700617281963,0.000478093100661467,0.0058521321623166,0.00440594045098573,0.0196222139400655,0.00656773673055662,0.023686687834201,0.00983292091623883,0.00469628292747085,0.0175269323649085,0.0125439455344966,0.0302978718255204,0.054870633010949,0.0358507633004051,0.0241627334037837
"7",-0.0173203151386216,-0.0295318741815923,-0.0258373035081092,-0.069071023962471,-0.0389983674047277,-0.0214127653661278,-0.0359868705864926,-0.0398655624421109,-0.016649488920475,-0.0346410518942566,-0.0288740391572719,-0.0217647462617114,-0.0205319254274888,-0.0124963215817619,-0.021481005619116,-0.0184900730634689,-0.00753976020110924,-0.0305335304818706,-0.000309113386201208,-0.0296968204133664,-0.0231917631439845,-0.0137760475441185,-0.0236955953868728,-0.0347081046312593,-0.0236400164392348,-0.00464867634937711,-0.0278505289245568,-0.0169930980982581,0.00651541284854827,-0.033642681319745,-0.03272615954713,-0.0329814274863645,-0.0272225210560146,-0.0727284058307132,-0.0240992838751757,-0.0481003918184255,-0.0135825517658688,-0.0383592629923268,-0.0289089689053724,-0.116280022257519,-0.0383454788887638,-0.0111041072611774,-0.000188235294673556,-0.019764080967194,-0.0122287866322437,-0.0231325621632723,-0.0231258453008302,-0.017308736836199,-0.0354467489957476,-0.0385469851750299,-0.030600440448717,0.00555528160507873,-0.0249164264749632,-0.0482560669024811,-0.0163672982895736,-0.010825418581014,-0.0286423441449945,-0.0273618586586015
"8",0.0167891066267942,-0.000716011844784909,0.00261397857767624,0.0639521828035639,0.0201425899035675,0.00313185348379388,0.0515819231352794,0.0223889948934787,0.0147666431759498,0.0357438483825475,0.0201530536518274,0.0451467727042572,0.0240740318518881,0.019090978464829,0.0222535046919082,0.0136871255623853,0.0281060377825863,0.0212215128562521,-0.00139261969773614,0.0201746393172956,0.00908940273785844,0.0400448956836336,0.00187366221837675,0.00924286708117751,0.0149875937600801,0.0179384971817703,0.0252587348171278,-0.0113031785801831,0.0178665352885477,0.0133777228571435,-0.00310603101608779,0.0415762857537802,0.0103321952372052,0.0558951209774062,0.0161534241345771,0.00517354031709735,0.0341674232612724,0.0136379226121259,0.0188856166862983,0.0321232137398295,0.0430293891730841,0.00620787608536369,0.0195737445016292,0.0197640809671941,0.0133207133086745,0.0247870829267562,0.00329390925158955,-0.00295702843003464,0.0201430202405678,0.0301517146849701,0.0165425330522368,0.0193119148343983,0.0625645090057751,0.019016138859675,0.0147133600811474,0.029094102154949,0.0213186368361069,0.0139099474473093
"9",0.00053120851182744,-0.00556654337370665,-0.0131387623110902,0.0496974469200172,-0.0171413178827275,-0.00974084685525976,-0.0122185058147834,-0.00328542389979699,-0.017000567832429,-0.011560822401076,-0.013718980478335,-0.00662497822431239,-0.00968999830096917,-0.0192971427785166,-0.0128231794023967,-0.00596507946847491,-0.0207067577888296,-0.0144490001976886,0.00478831640820207,-0.0307866082492868,-0.0245809477679672,-0.015875287612252,-0.0117007588701475,-0.02017542619437,-0.0225665895396969,-0.0102619442649253,-0.0181128792542623,-0.0177312494118999,0.00208756874142466,-0.00251723237504376,-0.0113766869821079,-0.0342484987113045,-0.0144951509965158,-0.0400413814746222,-0.00275470192635424,-0.0127665912246946,-0.0160980440018105,-0.00872463944590242,-0.0182442092331454,-0.0510463503191269,0.00133422301313666,-0.0101883019744148,-0.0163785533611166,-0.0146358646002745,0.000750008557981412,-0.00623842193780531,-0.0170351598209232,0.00948299539312415,-0.0133834974097388,-0.0317570662003085,-0.0139899690277404,0.0026593966786862,-0.022874041335896,-0.00216937924044892,-0.0158998344145191,-0.0227773571262455,-0.0270483733923429,-0.0135438147201072
"10",-0.0023039443066913,-0.0103168335882561,-0.0125256060648161,-0.0418471099355005,-0.00438951842611866,0.000315706395676529,0,-0.0161728592456008,0.0122778849716462,0.00682596507039989,-0.0027170573711745,0.00417639717722849,-0.0039024439769317,0.00514139950041865,0.00390320557995388,0.00738010729762246,0.000491418972140494,0.0075646504878436,0.0208913522404611,0.0112829256804539,0.00491804269964529,0.0242001230458199,0.00888894741724599,0.00568069695824403,0.0160649779228474,0.0141270228643373,0.0267261969323772,-0.00699965801038717,0.00492692735859896,-0.014141771909494,-0.0138251049918424,-0.0350157645230754,-0.00253599002176924,-0.0302770664638889,0.010222791858082,-0.0213499910936817,-0.0169304269723309,-0.0037199656021814,-0.016625486846134,-0.048458835049393,0.0265534079525158,-0.00248232818632651,0.00691914868878706,-0.011499597143714,0.0110484056368301,-0.00309413551623927,-0.0044190548103254,-0.0166871811524169,0.00242228620659472,-0.00227866863558766,0.0168965637547235,-0.00136478913353792,-0.00921551467205629,-0.00150463958838999,-0.0183711236963932,0.0136847328590983,0.0259291790953277,0.0298421964532266
