"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",-0.0249190392457519,-0.00435356335567005,-0.00652907748542223,-0.0178804252778485,-0.00906455945146033,-0.0177309609712319,-0.0146201075314058,-0.0224885882750093,-0.0133323132705337,-0.0130248608291016,-0.00945261075361724,-0.00620597780366964,0.0138362098480138,-0.00479510852138291,-0.0351866592993693,-0.0144266616416493,-0.00296879291186406,-0.0307716586667535,-0.015817780852025,-0.0136402951453518,-0.0317637511877976,-0.0136812382294112,-0.0069204428445738
"2",-0.00262496049227097,-0.00176087372416755,-0.00880617057815842,-0.0153467774165273,0.00998962889763318,-0.0173682047156576,-0.00463715182903214,-0.000442620065704253,-0.00849340408573372,-0.00184427200758386,-0.00659072540942612,-0.0126860750952675,-0.00930672143240167,-0.00854048590661971,-0.00581013122644769,-0.00111841197174561,0.00307731527979721,0.00389864041565732,-0.00787199027037961,-0.030208161537263,0,-0.0110813759874973,-0.00173761989854074
"3",-0.00428031164390626,-0.011343687349056,0.0180348447638356,-0.0112454827859987,-0.000693721845372297,-0.0107515618781774,-0.00785476683015868,0.00424070792431492,-0.00222758584780728,-0.00542813493409058,-0.00167444124758348,-0.00220907387666136,-0.00390351030440473,-0.00127943934294723,-0.00704368650756821,0.0130629984284743,-0.00224376745240768,0.0154443224274738,-0.0119254096479312,-0.0106252778388158,0.00767758089903433,-0.00389072638315431,-0.00917237267155688
"4",-0.00418825697652987,0.00795402247613555,0.00299102914911613,0.00432173541802798,-0.0269621302500859,0.0116612731076197,0.00257320115472317,0.00540720077755842,-0.00241883083790197,0.0157930406933716,-0.00938070619168706,0.00299684766878023,0.00856769786450958,0.000373270060419694,0.00292981964802816,-0.0174086981251881,0.00339976469096707,0.00991239530565874,0.0113984004130723,0.0082633323881595,0.00904122266350701,-0.00782716264197965,0.00459670285146601
"5",0.000331290379044433,0.00655693821686546,-0.0093014622700742,0.0196898781910062,-0.0100311325966285,0.00272417875621982,0.00194499613967173,0.0234417892004971,-0.00335883876146551,-0.00643230298148851,-0.00403584372159114,0.0136088444706009,0.0343047587279625,0.0132424210286986,0.00225808689958431,0.0216795594767963,0.00234415969523045,-0.0168328381502324,0.00944393167973206,-0.00654806610140439,-0.000473821378208354,0.0066400175860822,-0.00481612139321294
"6",-0.0126668360287672,0.00602538080201824,-0.0153911503202974,-0.00967787560695422,0.0145361787458727,-0.00272417875621996,-0.00444012413980951,-0.0064447054426421,-0.0137388064843843,0.0025779199977124,0.0188284214586229,-0.00171054316745229,-0.00676745195035583,-0.00585800054264946,-0.0077251316518023,-0.0088373952679396,-0.0026691330712369,-0.00464037955650223,0.00494857110905468,0.00616963657938596,-0.023011561893207,-0.00723807817890067,-0.0177113330229169
"7",0.0195987007221959,-0.00658773144245317,0.00883837723846972,0.00873780503243529,0.00424929817865775,0.0101776294108007,0.00878323628697471,0.020731877627039,0.0113059429282769,0.0136084413034593,0.0108151833735345,0.0188089264496301,0.0183902917783487,0.0130412011024495,0.018546034281342,0.0508354919698496,-0.0171947338098291,0.0476821308150702,0.00388954204866255,0.015585706534613,0.0206390815395765,0.00952631172956188,0.0126513728265088
"8",0.00797252079537766,-0.0200277278649624,-0.00598530825606323,0.000705135767846808,0.00891187886992309,-0.000450146305147822,0.00547938880010321,-0.00992837719733473,0.0117352562184209,-0.000678691113161312,0.015117563681739,0.00441939152696648,-0.0141740530373636,-0.00760414793443696,0.00445260033691139,0.0301243241040561,-0.0427912542548842,-0.0239353236484626,-0.00362976805057872,-0.00644892183132321,0.0136826857452168,0.00270521764436605,0.00176289159802947
"9",-0.00808217593008925,0.00186347082747966,0.00233751821460954,0.00211242890429905,0.0159818109204076,0.00179937070591305,0.00621492774214348,0.00400021802409415,-0.0106116605945944,0.0174116031008265,0.0049375196745731,0.00326395966023008,0.0246376368255073,0.00781310159972215,-0.00432135812922909,0.0245116504328087,0.00550733789608995,-0.0175644072582901,0.0118772374805958,0.014798538945173,0.00839948941997635,-0.00211282563279663,0.005051070363565
"10",0.00350301398171275,0.00150252237332347,0.0109036920759604,0.0183534016879918,0.00686973161963322,0.0189209873889511,-0.0258004616789767,0.00131566342608481,-0.00149840822191753,0.000718196941078227,0.0242532889914409,0.0149676738497002,0.0141206218423948,0.00806351098158211,0.0095344547782428,0.00373739067151047,0.00312266051299951,-0.0100658999347151,0.0198227583493364,0.00773057411485522,0.0229683960009503,-0.000507743092908685,0.0052436213657646
