"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",-0.00195376161139432,-0.00547047316104202,-0.00139996333787826,0.00768612198125168,-0.0117742012560411,0.00898961866137578,0.00139470036554956,-0.00365139254541227,-0.000294602766824296,-0.00674826740750644,-0.00146907621543824,0,0.00342124353667994,-0.00123813470212319,0.00530818114572722,-0.00135501375745965,0.00146749524941821,0.00196386551727666,-0.00366842610080036,0.0158117764338327,-0.00886717797441147,-0.00866064842953029,-0.00299289411582836,0.00651088767510192,0.00675715669904045,-0.00759196773818011,0.000823085674532918,-0.0066152391187192,-0.00165791693129147,-0.00187992065704795
"2",-0.00785344350557051,-0.000365764451773399,0.00382655569673999,0.00402172269396356,0.00223821036682908,-0.00476128284495078,0.00347826437632479,0.0124367813666506,0.0022069305046511,0.00138588861704437,0.00688596963076454,0.00859531709570855,0.00383495960379966,0.00165050584198736,-0.000882742443668926,0.000451875290111201,0.0137866261327268,0.00300378964262841,-0.00130494116625724,0.00597506317506582,-0.00203787113066455,0.00538439829123432,0.0231470384312482,0.00457974649804642,-0.00475848847874141,0.0129109204966662,0.000274154296638689,0.00157903080337623,-0.00166067018514056,0.0115756919578891
"3",-0.0121186896813449,-0.00771212048633903,-0.0158427962605262,-0.00523140026083061,-0.0177223907008711,0.00193490476129913,-0.00731838080767984,-0.00686894515304562,-0.000882158404631659,-0.0062106925139838,-0.0138196848036059,-0.00504711703961131,-0.00968668542922012,-0.0066184316048838,0.0127241204819507,0.00608041508517188,-0.0141777476787317,-0.0121356732249204,-0.00810493113735498,-0.0173200205920195,-0.00930795328642211,-0.0364560419609877,-0.00256598381261931,-0.0363675371836357,-0.0146379506230996,-0.00633755537908355,-0.0015775776373968,0.00487921012049958,-0.00425650684294796,0.00440784845441975
"4",-0.0111459022801312,0.00184162114664955,0.0051357340054811,0.0102359147593605,-0.00554198647463118,0.00818169506075144,-0.00596388366526576,0.0142574413957163,0.00966113090339907,0.00425358514543299,0.0251438476283058,-0.0601292983970073,-0.00905894468875181,-0.017584711020154,0.00116194639071598,0.00112195681016387,0.0102165812026817,0.00296550350774565,0.0115415642524711,-0.00536258211759215,-0.00343761081046346,-0.0140211052236496,0.00967955690142161,0.0357896391099255,0.00617182007353443,0.00807216119129171,0.0113986284428261,0.00203905646682317,0.00240807748116559,0.018803580848251
"5",-0.0103651220902044,0.0180513607915613,0.000667854144377397,0.00973678830004861,-0.000326957661895939,0.00362270995294958,0.000703482266085596,-0.0113896447643577,0.0156824894270167,0.0108784966292893,0.00848132734417224,-0.0208133474665203,0.00748312601154084,0.00568602142662928,0.00362240488837405,-0.00224517382143486,0.00299647413806764,0.00544674378690653,0.00118231274117826,-0.0311898945648306,0.0102775827582404,0.0106118349138623,-0.00109110758233457,0.017193348853313,-0.00201567817406924,0.0202066058271551,0.0159233470647048,0.00671510292523169,0.00258684549280557,0.00272232473027466
"6",-0.00454030291878287,0.00342744089473602,-0.00193071506324397,-0.00694516136245275,0.00391645409223536,0.0105870683279681,-0.00281690327111349,-0.00248494823464548,0.00550603824054885,0.000968444914686973,0.00414256716978401,-0.00844816778522932,0.00500537333906942,0.0023072899590884,0.00187847754103524,0.00917334993025822,0.0074042359516067,0.00567756933482065,0.00342082315304075,0.012191102309572,-0.0083854346062025,-0.0118677220491061,0.00199945536029625,-0.0272813212211871,0.0299254926148083,-0.00160541132725756,-0.00730744377317226,0.016822682397595,0.00110660284254606,-0.00933203540376118
"7",0.0106371943350953,0.0107470137005922,0.0147571481992087,0.010695289116748,0.014872566409396,0.0104762223331836,0.00211342100502794,0.0153834578646733,0.00476641619375197,0.00731367535712101,-0.000142561836437947,-0.00295530322221789,0.0102186526432133,-0.00020953378808981,0.00633186746379363,0.0220273223182909,0.00820536995682469,0.0163297913383445,-0.0142317392572564,0.0064941204775091,-0.00430552632737419,0.00626372232706536,0.00579396877062234,0.00031845443716925,0.0166149037317797,0.00870409409699229,0.00880918776042624,0.00290364687848136,0.00624772337309747,0.00410771914879685
"8",0.00179937070591305,-0.00231873821895875,0.00234113786273237,0.00216471598848666,0.0181273845925567,-0.00576177394607702,0.0146701897477936,-0.00113143515747176,0.000638688871972252,-0.00152261919868179,0.00213629647578204,0.0103055751972574,0.00492993462742218,-0.00377913529766748,0.00415146255105181,-0.00985229644301148,-0.00801378072355354,0.000320051210925379,-0.0158924606623729,0.0095729079283329,0.0025855396632368,0.00373948706256146,0.0100593627129218,0.0126033255269824,-0.0163973468941981,0.0103922458221027,-0.000400253499222908,0.000762718365096552,-0.00735432621564349,-0.00273660376031902
"9",-0.00247497032625069,0.0124225199985571,0.0170262393409265,0.00744225918384398,-0.0041054850022377,-0.00215248627374877,-0.0192549271032725,0.00695687679373151,0.00826414704211237,0.0101337392243292,0.00722945951186,-0.00348464359945029,0.00937004268276435,0.00503567996561565,0.00384972315474728,-0.00330578813449966,0.00143575042610419,0.00268439378888485,0.00302938735160725,0.00430493938385568,-0.00777676087311989,-0.00686644395693776,-0.000536336832379401,0.000104852229585225,-0.0125870429944161,0.012851739271507,0.00356331856191374,0.00456413389293735,0.0100983140345103,0.00841392115553286
"10",0.0211754262334392,0.00211416569233533,0.00294107310023739,-0.00312683467581085,0.00410548500223779,0.00309271468418311,-0.00745080615586553,0.00653658130918346,0.0088938577393024,0.000872912010354129,-0.000706464176326995,-0.000183739091008337,-0.00222965532726909,0.0064671133919079,0.0066662185732282,0.0157690521182317,0.00419968165220728,0.00293180579664485,0.000120984816552902,-0.00274829909956445,0.00536379865443952,0.0115212235019202,0.0115567114295094,5.23434006998334e-05,-0.00851727951887931,-0.00252049711787753,0.00731969803966497,0.0183491386681966,0.00818707383887671,0.00271370587159633
