"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.0110988930680488,0.00353149278147094,0.00686109037994538,0.0200110179234552,0.00944630201749774,-0.00364340605697508,0.0223432718166305,-0.00453515516539126,0.0203481742825447,0.00318491892894099,0.0044715208264624,-0.026599908951573,-0.00853832377392416,0.00367114700784206,0.00362420246150292,0.0201234405605494,0.00748945213590416,0.0143442646514861,0.000738461572020028,0.00165975141836447,0.0234775214877385,0.000721934816579925,0.00378522054719979,0.0206120342930497,-0.0125405405578756,0.00913144114682618,0.00244154517264585,0.0119143996789169,0.0081874462366621,0.00995033085316809
"2",-0.024582243405336,-0.00542006746933914,0.00030161363522271,0.0105335666448763,0.00190579965115943,0.000684150539798384,-0.000950796363522401,-0.0082507270472765,-0.000464936079665517,-0.00971377781140468,-0.0133190756306283,-0.0154520208383774,-0.00472127261592178,-0.00173728448289126,0.00194606678042425,0.00337732511904766,-0.00732604009207279,-0.000472217858609684,-0.0111345948091167,-0.00177841057009076,0.00996291944538587,0.00527832319527803,-0.0200617282174375,-0.00348748348170771,-0.000765110978410826,-0.0337409245242544,-0.00929707083849197,0.00157328070303455,-0.00363059168934056,-0.000227634874645775
"3",-0.0240423715542154,-0.0166789665845557,-0.0193865498153454,-0.0175607615578729,-0.0224172214811298,-0.0234110905365584,-0.0235814584504898,-0.0289719834433318,-0.0168833148983446,-0.00877198607283688,-0.0177747503110447,0.0191548145037309,-0.0162704671914929,-0.018327672300627,-0.0230379622823179,-0.0182728290035405,-0.0172226250327926,-0.0110026043649235,-0.0100025840222725,-0.00690643373947927,0.0230217042455975,-0.0348178809744158,-0.00496826856901012,0.0443484690256773,-0.00172364305816498,-0.0209008914673507,-0.0231758697692263,-0.00754720563538308,-0.0561025816058081,-0.00685325355056955
"4",-0.00377304177105243,-0.00264645890054097,-0.00369648228688108,0.00171850875770064,-0.0100643846449544,-0.00914318876867875,-0.0065958465583513,0.0032608724546976,-0.0129320696298099,-0.0158018305943426,-0.00732720704104399,-0.00147947259139926,0.0120143654302408,0.0056901948881701,0.0156506543127696,-0.00586736377118552,-0.00224672447326677,0.00428878427221772,0.000251287851554792,-0.000717188651348338,-0.0231790730396903,0.00494316379751951,-0.0125857873381187,-0.0175993214474047,0.00248875403657579,-0.00613905027669427,-0.0176592730440517,-0.00656419700248668,-0.0145316192385742,-0.00620834369346754
"5",-0.00671045552380587,0.00168492036491945,0.00236321712860936,0.0207314136815211,0.0151972252128429,-0.00792106760258429,0.0116960397631915,0.0111511946887124,0.00382562035079856,0.00917197205567287,0.00414805955336938,-0.000370210407140646,0.00680109495457842,0.00565799968093126,0.000978815711232494,-0.0016644264773285,0.00581445279611362,0.0118176747588351,0.00800805080334275,0.00560425958546805,0.0106450598199978,-0.00916415082181811,-0.00844171820482414,0.000340078221267699,0.00799851912337462,0.000724200393751733,0.0170130883813326,0.0123325829248341,0.0166932629288653,0.027975442757719
"6",0.00321496696614844,0.0129034048359078,0.00184558649741458,-0.00134634823433788,0.0131960677780889,0.0089803273967965,-0.00096946202454812,0.00819384705492967,0.0033354541723622,-0.00208904632704255,0.0090340577964853,0.009825674726708,0.0133455542477219,0.0396695797726231,-0.00111872477057243,0.0186612841584817,0.00767298843107776,0.00562317967273923,0.0143531293548147,0.0166267611889617,-0.0093868023403699,0.0123641535524889,0.0124685692838594,-6.80744013347255e-05,0.0161809739222109,0.0161573738160995,0.00859141343102418,0.00859083515554146,0.0105012898206632,-0.000897565414235663
"7",-0.0236208206632823,-0.00643089033029029,-0.0115393821140612,-0.0273147742975246,-0.0336049394092958,-0.0167253765386117,-0.0507319123523423,-0.0191641935651945,-0.00532613843050457,-0.00866374544921935,-0.0074432206808365,-0.0233704608633247,-0.0625897067120536,-0.0129859733982175,-0.0080073476938056,-0.0135487985852466,-0.0208453339542762,-0.00226104350589544,-0.0163491380015295,-0.0073948338621363,-0.0270846570395263,-0.0289224847050043,-0.0224652446041564,-0.019988920503658,-0.00862235894828427,-0.0135064504658699,-0.0255387620759494,-0.024952320445957,-0.0370009564149683,-0.00879374325184156
"8",-0.00329193773268926,0.000716589066851719,-0.0071759446821582,0.007586243279388,-0.00098904988634818,0.0115360737034749,-0.00434616560389334,0.000903750626356901,0.0138522814995223,0.00394737354662978,0.00980710169650374,0.0239813717504292,-0.0053544238072976,0.0131729417076339,0.0108018164677461,0.00508648095637389,0.00952149513555171,-0.00618566745445047,0.00224522983180569,0.0017656410919735,0.0182434248354431,0.0125692956958882,-0.00975169776777751,-0.00612431450016236,-0.00396114825213808,0.0140998870745858,0.00694395213871248,-0.00873856446864895,0.0187924993493673,-0.00488110396430148
"9",-0.0570526217213628,-0.00911495876568355,-0.0198172396563579,-0.0176750399317249,-0.0220103211537106,-0.0148909774013597,-0.0139321138968688,-0.0110819555421128,-0.0146496661203541,-0.0154836680334049,-0.00283732851129379,-0.0239813717504291,0.00890817802332173,-0.00939150403848806,-0.0140510953030649,-0.0351094398565707,-0.0171030325879493,-0.00361948620814098,-0.00675086949417675,-0.0156456907257362,-0.0180819391669453,-0.0250424114595906,-0.0082190657739633,-0.00349650705872931,-0.0272047428579902,-0.0231661323123391,-0.0183817152552497,-0.0090989871280631,-0.0257146530710992,-0.0182585309961932
"10",-0.032250457040605,0.0100696127761342,0.0193996595271037,0.020761991448429,0.0139200066405735,0.0153638465436384,-0.00782476605823002,0.0123458358222994,0.00413947414844067,0.023071354881808,0.0147291913864474,0.00958732363797535,0.000380011404914852,0.0249733440587609,0.00803330371869782,0.0101948340836496,0.0123536173360685,0.00612968520429179,0.00250563899570424,-0.0294584608417932,0.0101213812870862,-0.00436401668075997,0.0135082582816771,0.0199056404304454,-0.0357851764328267,0.0184087494100699,0.000531808827265164,0.0253956781897674,0.028129529878559,0.0135821609115473
