"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",-0.0133826777551505,0.00497683388803888,-0.0338754484897861,-0.0418283529602498,0.000997008981787329,-0.020404867258432,0.00528707257475095,0.0190978026565888,-0.00479042832263271,0.01364100398423,0.00696260428071911,-0.0177049801829407,-0.0114262318924946,-0.0128412679483245,0.00104675515489334,0.0168315058836006,-0.0211385501642337,0.000179710666311654,0.0027482873091379,-0.00250626697605961,0.0320856120277487
"2",-0.00492160773678176,0.00233349644048706,-0.00470958484308513,0.00911168035125581,0.00139951575259153,-0.00536620586134178,-0.0276919682514462,-0.0169091390558286,-0.010863112257371,-0.0213005227752351,-0.0154409477145352,-0.0195932251385723,0.000216802168871044,-0.00946848680787674,-0.0227502978387374,-0.0215249729916971,0.088990963160371,-0.00775687121954551,-0.00289311502991714,-0.00587250009813082,-0.00423571083013775
"3",-0.00390872487072765,-0.0502868649046435,-0.0230810086960301,-0.0167686856024504,-0.023443077227126,-0.00860607733367448,-0.0200778945365285,-0.0315371461556067,-0.0204338944645438,-0.00550722837020823,-0.0162797734853233,-0.019344189681195,-0.0172738524903462,-0.0142351158218719,-0.0216380602271851,-0.0478790827115739,-0.0268703730808467,-0.011108190337946,-0.0244358665566769,-0.0281588570858132,0.0114201837002309
"4",0.00723060650505342,-0.00604355232561374,0.0128001747669618,0,-0.0165461073437297,-0.00251572459724725,-0.00868889449118466,-0.00497625998622802,-0.0103756896786532,-0.00976700328051918,0.000894854645843705,0.0106697405246018,0.0244020822628801,-0.015560191688454,-0.0193251620081288,-0.00247066215856916,-0.0280611463552371,0.00100663472238578,-0.0137103331858501,-0.0130663879899928,-0.0156739121209615
"5",0.00422230457254438,0.00184767040862538,-0.029852963149681,-0.0272708758083838,0.00218114032643441,0.00672794625002237,-0.00358294901394986,-0.0054570394630582,0.00623832341269172,0.00578293426564487,0.0121500976096425,0.0169628694264225,0.00686403381376997,0.0139045621711928,-0.0106493299744174,0.0132086085617625,0.0316336679085504,0.00100562242784682,0.00295091681165287,-0.00131607827726043,-0.00502766267696561
"6",-0.00176657684447934,0.0188953203962444,0.0178576174000063,0.0129489743408031,0.0139243352604535,0.0152947663212217,0.0163763004738592,0.00545703946305812,-0.030305349495329,-0.00355476935092436,-0.00147383961830066,0.0217215657269987,0.00511728195589061,0.0248205841404499,0.013062324184673,0.0256076652697462,0.013906507851755,0.00273747775658908,0.016599321438903,0.0152475182243117,0.00953104782100032
"7",-0.0427084192396909,-0.0403524794536114,-0.0194969620294396,-0.0232706221488563,-0.0357664274683989,-0.0298111502623457,-0.0221358556322262,-0.0169224253214095,-0.0163726190699191,-0.0175127960320996,-0.00473093726858222,-0.0347321732701809,-0.0452447763547405,-0.0628158678261249,-0.0352833505367762,-0.0338810386447777,-0.0898695258253246,-0.0243509541771263,-0.035186705083953,-0.0464582548344533,-0.0306702534240158
"8",0.0253906668055342,0.0302381017350059,0.0417731417081827,0.0437228110138316,0.0200108004153593,0.00637686254241899,0.0214293914558992,0.0286448318729957,0.0370965580439815,0.016176492937923,0.0164612770540719,0.0172067439355981,0.0390580899551516,0.0153717800478538,-0.00655108315938409,0.00582913140042744,0.00468121817315633,0.0276260662749311,0.0162930216084904,0.0192874335097465,0.0138039001691581
"9",-0.042864975270627,-0.0351748272698055,-0.015860760722543,-0.0216224640131657,-0.0287706358672155,-0.0539999582043998,-0.0153827274813194,-0.0268015133787064,-0.0254358774414686,-0.00985450304007487,-0.00907899046386943,0.0242083217642706,-0.0183570644511647,-0.0139384990227841,-0.0352155991637966,-0.00337061756222016,-0.0286139843847844,-0.0212969312232836,-0.0289919881173716,-0.000444345708266517,-0.041467459621417
"10",0.0138364717203469,0.00304894311785319,-0.0128722614048336,-0.00626470333932773,0.0105140057131187,0.000745196180756355,-0.0112587794369231,-0.00138217022695154,-0.00301010762650422,0.0098545030400749,0.0151827734018872,0.019636395009925,-0.0107374757927957,0.0068512971397292,-0.0210448883708008,-0.00245851383820726,0.0363367489827978,0.00665806047516351,0.0120177862235734,-0.00534760632659535,-0.00371156311549498
