Name1,Name2,Gaussian,Mammen,Rademacher
CS,CD,0.03619999811053276,0.07239999622106552,0.0139999995008111
CS,CSt,0.05179999768733978,0.1467999964952469,0.24399998784065247
CS,Eng,0.210999995470047,0.20340000092983246,0.20639999210834503
CS,Fin,0.04479999840259552,0.03240000084042549,0.33559998869895935
CS,HC,0.09860000014305115,0.03460000082850456,0.5601999759674072
CS,Ind,0.033799998462200165,0.1273999959230423,0.01640000008046627
CS,IT,0.17139999568462372,0.12319999933242798,0.03999999910593033
CS,Mat,0.10379999876022339,0.6527999639511108,0.008599999360740185
CS,RE,0.2979999780654907,0.0965999960899353,0.26420000195503235
CS,Uti,0.10539999604225159,0.4447999894618988,0.38839998841285706
CD,CSt,0.00039999998989515007,0.0005999999702908099,0.0023999998811632395
CD,Eng,0.0005999999702908099,0.0017999999690800905,0.0031999999191612005
CD,Fin,0.0,0.0,0.0007999999797903001
CD,HC,0.0,0.0,0.0
CD,Ind,0.0005999999702908099,0.0,0.00019999999494757503
CD,IT,0.0,0.0,0.0
CD,Mat,0.006000000052154064,0.0023999998811632395,0.0
CD,RE,0.0005999999702908099,0.00039999998989515007,0.010199999436736107
CD,Uti,0.03779999911785126,0.04919999837875366,0.03460000082850456
CSt,Eng,0.00139999995008111,0.03280000016093254,0.00019999999494757503
CSt,Fin,0.004600000102072954,0.0017999999690800905,0.21139998733997345
CSt,HC,0.006000000052154064,0.005799999926239252,0.018199998885393143
CSt,Ind,0.01860000006854534,0.00699999975040555,0.020600000396370888
CSt,IT,0.015399999916553497,0.004999999888241291,0.0559999980032444
CSt,Mat,0.004600000102072954,0.0015999999595806003,0.0017999999690800905
CSt,RE,0.021399999037384987,0.00839999970048666,0.30719998478889465
CSt,Uti,0.010599999688565731,0.0026000000070780516,0.00139999995008111
Eng,Fin,0.07859999686479568,0.05700000002980232,0.03359999880194664
Eng,HC,0.3771999776363373,0.3346000015735626,0.06359999626874924
Eng,Ind,0.029600000008940697,0.6959999799728394,0.20559999346733093
Eng,IT,0.16599999368190765,0.1127999946475029,0.030399998649954796
Eng,Mat,0.06399999558925629,0.01979999989271164,0.06459999829530716
Eng,RE,0.020600000396370888,0.05179999768733978,0.02719999849796295
Eng,Uti,0.15539999306201935,0.1477999985218048,0.621999979019165
Fin,HC,0.00019999999494757503,0.0,0.0005999999702908099
Fin,Ind,0.0,0.0,0.00019999999494757503
Fin,IT,0.0023999998811632395,0.0,0.0
Fin,Mat,0.002199999988079071,0.0,0.015199999324977398
Fin,RE,0.0037999998312443495,0.00019999999494757503,0.0
Fin,Uti,0.005200000014156103,0.0,0.0
HC,Ind,0.00019999999494757503,0.0011999999405816197,0.00019999999494757503
HC,IT,0.0,0.0,0.00039999998989515007
HC,Mat,0.009800000116229057,0.02319999970495701,0.14579999446868896
HC,RE,0.0023999998811632395,0.00039999998989515007,0.0026000000070780516
HC,Uti,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007
Ind,IT,0.0007999999797903001,0.0,0.0
Ind,Mat,0.0,0.0,0.005399999674409628
Ind,RE,0.00019999999494757503,0.0,0.0
Ind,Uti,0.0,0.0,0.0
IT,Mat,0.0,0.0,0.0
IT,RE,0.0,0.0,0.0
IT,Uti,0.0,0.0,0.0
Mat,RE,0.16679999232292175,0.05920000001788139,0.04519999772310257
Mat,Uti,0.06599999964237213,0.03500000014901161,0.0139999995008111
RE,Uti,0.0026000000070780516,0.0,0.0037999998312443495
