"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
"1",-0.0110531371757263,-0.0287672482943243,-0.0232141089814391,-0.021129361174519,-0.0197475742316558,-0.0131866072628527,-0.0255289561787877,-0.00643802867497974,0.00137042008558432,-0.0171896748837476,-0.0225452383210561,-0.00748336012185919,-0.0035422494080185,-0.0063053804462224,-0.0142777982281906,-0.0104454165035754,0.0117564588844032,-0.00266185155744111,0.00875166460987159,-0.00274348594575083,-0.0111866927677239,-0.0222584706009426,-0.00716490609904364,0.0754139881748009,-0.00332889801765633,-0.0280650830809274,-0.00148041850482681,-0.0289023666069747,0.007391296797396,-0.00583681082382745,0.0028073785976565,-0.00865210141137127,-0.0368481033979804,0.0122205480245637,-0.0124278900054576,-0.00806610864550296,-0.00802959188097298,0.00106837616999873,0.00573624064991836,-0.0122133308523148,-0.00531759007832392,-0.00313694993051752,-0.0147629355360396,-0.00149005701246974,-0.00941053166738551,-0.00439612687920984,-0.000371402046980401,-0.00642695402754161,6.27293542218625e-05,-0.025458183187384,-0.0149440457811614,0.0113650248345235,-0.0115185990492826,0.00431928843329492,-0.0153717800478539,-0.0168101727727568,0.0032088040367848,0.00805426446292375,-0.0110422101956828,0.000256750397234044,-0.0173565935813415,-0.00737341869661119,0.0292026653623468
"2",-0.0120883913859679,-0.0133039656263627,-0.018772339946085,-0.01398624197474,0.0224965214103894,-0.00519576393334532,0.0135264454266082,-0.00144871034419769,0.00214949761946169,0.00934483828215625,-0.00544367158117669,0.00634819418466885,0.0111827412217396,-0.00392334892874143,-0.0214145095172599,-0.00950317210676905,0.0275951844591551,0.00294663014401614,0.00740460423880373,-0.000883435640279168,0.00440970848870009,0.0127797266463988,0.00625132271254956,-0.0378219040321641,0.00469375875988101,-0.0307340766910648,-0.0189240598171038,0.000381752247430714,0.00846108272292619,-0.00791143367004051,-0.00936565850251935,-0.0140316871423004,-0.00425834568257719,0.000486493859228863,-0.00337672560926668,0.0107404177847419,0,0.00656321646421047,0.00018604110966993,0.0147758847026816,0.0138675164286834,-0.000589275208566243,-0.0130139053904808,0.00833861705284053,-0.00501813152284636,-0.00879192996730336,0.0125509214918595,-0.000204708291400563,-0.0165711210834695,-0.00240950148126556,-0.00198117944940925,0.0288292514209377,-0.0150892542654971,-0.00244640119135828,0.00529290986041322,-0.00358012040722387,-0.0667071562060955,-0.00825235210787966,0.0178821821434597,0.0048657742506988,0.0031130293339391,-0.00548518800137326,0.0190716189296126
"3",0.000607902754282946,-0.019439969850056,-0.0126404646996748,0.00298848776519856,9.46566331342023e-05,-0.0103808749953918,0.00897322536597076,0.0208582301204098,-0.0031934723654185,0.000339476646489947,0.00977737283829492,-0.000649245275199838,0.00148162808613463,-0.00495125550473337,-0.00382709853311507,0.00177864061766226,-0.0158003113412735,-0.0188748118364239,0.00659231596356394,-0.000491135022887368,-0.0134905901824993,0.00527705710084382,-0.00600051804626812,-0.00773912099295538,-0.00656821357490743,0.00309565823524358,-0.0175938494532749,-0.0230890154520334,-0.00375164574340089,-0.00306835856393559,-0.0136434949775616,-0.00908160551619793,0.00614513869515386,0.00602160875205962,-0.0180561990167201,0.00930415902078006,-0.0118946039048039,-0.00861194118204528,-0.00962399392645773,0.00208937694348306,0.00433081379826348,0.00176678491188589,-0.0164229775735322,0.00567152155462572,-0.00448180021905765,0.0100354532089553,0.00949258679675627,-0.00153664938294454,-0.0119331627125511,0.00206564223092911,0.004734154752507,-0.0171538241581982,-0.00546528039494277,-0.0071697129536782,0.000998217551694019,0.0117024557295375,0.0126399349358196,0.00239799888154549,-0.00683997194777687,0.0115989955515547,0.00849144059452297,-0.0151916858069904,0.0380667073771726
"4",0.00997740703199897,-0.0143268926207616,0.0206215251828245,0.0104767851954141,0.00547481072985626,0.00845982056934891,0.00336530689474697,-0.0170737198153721,0.0015002775065454,0.0138843645096429,0,0.00534370958251972,0.0160575242428174,-0.017164295521283,-0.00285531627063171,-0.00323624877920819,0.007844544715954,0.0149758006680403,0.00905666567779692,-0.00226233313429295,0.00505511136139765,0.0104712998672954,0.015757499699896,0.00718830853066779,0.0148533996219047,0.0047281411959459,0.0018404799267393,-0.00312957000323322,0.00543530529368291,0.0115425067837409,0.00727343551315276,0.0135538509843136,0.00610760648879658,-0.00535044658479446,0.0187106493018589,0.0146344075184378,-0.023553807342946,0.0150445315435312,0.0050571842877625,-0.00783930652958092,-0.00274622566802519,0.00176366888749671,0.01227429953824,0.00271094710250399,-0.000702099305678925,-0.0024934471395986,0.00651940012814997,-0.00555157177852378,-0.0115548185946627,-0.00172107207878049,0.00625419276217884,0.00828794275203244,-0.0023101367478547,-0.00442991050104781,0.00908065263574656,-0.0128066148406128,-0.0136188875348038,-0.00390263832564071,-0.012431099307837,0.00294179661620666,0.0192144282261517,-0.00434560848646688,0.0480325571463441
"5",0.00599881822925322,0.0123334418680701,-0.0147172876068343,0.00847535990876558,-0.0279691786663293,-0.00109940459997151,-0.00403972944602244,0.0311722073227816,0.00149796496236066,0.00640521293166688,0.00108049713375418,0.011560822401076,0.0117802257445663,-0.0130693697213314,-0.00603275330102279,0.000810044596744345,0.00173490675021685,-0.0100551481614603,-0.00300978406290409,-0.000689553295312452,0.00181360251221477,-0.00208550649102137,0.00426965095626019,0.0436609361160162,0.0152135471568266,0.00898331888519175,-0.00183174050728094,-0.00676209527459245,-0.00430833297305303,0.0183941421559746,0.0125854619716928,0.0127754048357331,-0.0181973590519077,-0.0117198422411917,-0.00986201286911582,0.000558607220558673,0.0140450193739187,0.00473187002783341,0.0019130684073544,0.00478779299729984,-0.0174005146801673,0.00789824202424013,-0.00191008994563303,0.0080890228730836,-0.0117274392464244,0.0103155775299559,-0.01161959333299,0.00411523214510658,-0.00189523959615098,0.00595376157599907,-0.00421208078733697,0.000217178847633918,0.00173310268683465,-0.00572952255479282,0.0101181301655847,0.0104406113708758,-0.0313380531220453,0.00690941464403252,-0.0239111251195217,0.024702847638246,0.0210937830597996,0.00677344515827106,-0.0221893680755171
"6",-0.00690175282784553,-0.01233344186807,-0.0244991286387166,-0.00172384114400228,-0.0276786734057042,-0.00450182210983036,-0.0142689698011989,-0.00648230446210116,-0.011718179708423,-0.00453280353933826,-0.00108049713375414,-0.00480077734335657,-0.00519711469580834,-0.00754562372859988,-0.0191283184371838,0.00991024506958597,0.0345831244021915,-0.0215982712239831,0.00451128584650105,-0.00573180737151785,-0.00443907105053799,0.00416667269484591,-0.00864025124222796,0.023456900354043,-0.00431677758080077,-0.00713924500947076,-0.0115649184043545,0.00197044398729874,0.00934236989267901,-0.00409541775582814,-0.00118960914958429,-0.00546592652822592,-0.0122377052152332,0.0105304860636494,0.0050527348270489,-0.0201191330750523,0.00317965291737958,0.00139774636192245,0.0117253115660822,-0.00945515862083797,0.000254355845196839,-0.0124115934848251,-0.00726428633040829,0.0142208818075594,-0.00827748411072938,0.00125137448934935,0.00182448508920908,-0.00928320230354928,-0.0255745363351663,0.0168660967902067,0.00603172021087871,0.0312124524975142,-0.0162936394861004,0.000657485458683691,-0.00856566354935335,0.00843733741995752,-0.00101112243194876,-0.00569618614876093,-0.0150594455902314,-0.0116122367234036,0.0142434300670839,0.00418574842659152,-0.0066494112226458
"7",0.00480625737462729,0.00947874395454374,-0.00717572313246377,-0.00207253960197231,-0.00229163653320999,0.00633349218874711,0.0151119269445983,0.0389038325895844,0.00125037033828587,0.0204993629565747,-0.00108166587074102,0.00288323121408493,-0.00367350221391927,0.00911048764399299,0.00805643833912614,-0.00691877257150918,0.0138024973281116,0.0307955002631881,0.0109426607939524,0.0124102843647205,0.0212092784112401,0.0170063361704244,0.000413137787326395,0.0393990351438273,-0.00393243870780148,0.0103860011083406,-0.0034061672159598,0.0227317899547764,-0.00372648092871777,0.0101523714640181,-0.00309511334269841,-0.000600826154011293,-0.000966183650041065,0.00743004826166333,-0.00968850471846633,0.00775711012960908,-0.00636944828547982,-0.0114136445363611,-0.00198312072333205,0.00431321696195152,0.015895376933318,-0.0133645507469391,0.00965132923708121,0.00670663829839649,-0.00459638844270025,-0.0030714139198233,0.0241322713901882,0.0112320208084295,-0.0254881793418332,0.0215420277846449,0.028945718740426,0.0183529656063972,0.00117267676880384,-0.0177638201556134,0.017474408438463,-0.0009038323102639,0.020030714783595,0.00607866948317374,0.0214447102789032,-0.00623210293275678,0.0310165562525588,0.005856722669282,0.093207071428767
"8",-0.00240024117634901,0.00484814866621793,0.00157409522045633,0.00103680672844031,-0.00349738053217069,-0.00183167007891677,-0.00625477485026305,0.024509516433862,-0.0033598636093264,0.00294108247687121,0.00539666717215426,0.00319387048887642,0.00391475260122382,0.00623508203066738,0.00300450902029872,0.0111589485311582,0.0176792949750507,0.00371234541810412,0.0125354965804639,0.00741177568925959,0.00316268300785725,0.0207339918124227,-0.00812877734144088,-0.00795628264701921,-0.00237588366833125,0.0170738304494818,0.00726721880917117,0.0202673603998779,0.0133508380244906,-0.000988630826939432,0.00688784308125029,-0.00120273636989923,0.00842262228606422,0.00249851803952553,-0.00232596881738132,0.0168196826299615,-0.00220580215167882,-0.00922564868636852,-0.0045809024419149,-0.0116255610671027,-0.00300827501873077,0.00377997067998484,0.00238129054119817,-0.00869427146160626,0.0176945255865993,-0.00434493144656877,0.0186855427703236,-0.00307882016603348,0.0247497011948506,0.00994706786088448,0.0189750673988349,0.0153801862878059,0.00613409255071388,0.0039359061212384,0.0164929521938412,-0.0016289596362231,0.0460241068719404,-0.00438972504772122,0.00915177102031839,-0.00845440937493715,0.0247898848535402,0.0247369229783162,0.024578271729621
"9",-0.00602592965341269,0,-0.0126626903942863,-0.00623702645554766,-0.0116795528237911,0.00493783007678311,-0.00254690688656378,-0.00591778076358115,0.00276784361216673,0.00455782806730193,-0.0108226164581514,-0.0147770115785073,0.0117481508545806,-0.00853105465270874,-0.00702461493696447,-0.0682176422995107,0.0186470601518663,-0.0213182646055141,0.00899702117552985,-0.00126391538871274,0.0062955155792459,-0.00804024431856557,-0.00459118465811937,-0.0120543900632526,0.00795712736631653,0.00457030105010453,-0.00203439248606939,0.0364376802933804,0.011901632749768,0.0060264248568967,-0.000821344695182476,-0.00248522174830718,-0.0105999547054624,0.0220000119022504,0.00232596881738139,-0.0240071544644749,0.00198544075810318,-0.00823270869144105,0.00651799372192274,-0.00397695800523753,-0.0095863499016696,0.00514954594083164,0.00101891674697127,-0.0172812149416544,-0.000565930971527977,-0.00305565632282256,-0.00244798163864,-0.0010283834719571,0.00875950905263094,0.0101721470115541,-3.33938789050406e-05,0.0219390906689201,-0.0123060445456272,0.0120275812038257,-0.00807504558921439,0.00298440194377555,0.00283688133519954,0.00680861640498438,-0.0183880711398294,-0.0100537322984425,-0.0229779619737609,-0.00883751817892137,-0.0367697853704183
"10",0.0277174650341949,0.011315537992576,0.0369688645037319,0.0179129832761855,0.00656137214919739,0.0178099902607619,0.0289875368732522,0.0409038577268826,0.0104088527606175,0.00149313544872409,-0.00217865009922215,0.0162109320026443,0.00513533520895038,-0.00607840898944938,0.0227010943219722,-0.00582892101254693,0.00635023565934584,0.00571015342966555,0.00843683442415269,0.00562671255556275,0.0115044653861343,0.0194860025136877,-0.00209389079392955,0.0244584191085082,0.0186591942596392,0.0178804252778486,0.00687924472405929,0.0226505467307659,0.00797683707568803,0.0112971003776284,0.00664232100279013,0.0107249687412467,0.0141880461043374,-0.00861023440308105,0.00771438694639897,-0.0026610926176865,0.00362976805057873,0.0153369033867256,0.00652156256455026,0.00851346876722917,0.0164254090854403,0.00904627604736047,0.0116092016569967,0.000337325015848296,0.0165617820629451,-0.00505347562499521,0.0101028554827251,0.0130841077443315,0.0114513244916508,0.0194056628023966,0.0144593317702622,0.005954761541864,0.0240308658425882,-0.0042019751719907,0.00862015326147499,0.0089896326361815,0.000472032106947403,0.00593544174287662,0.0197886315928603,0.00237469367806484,0.00289222900649916,0.0106715107878402,-0.00970949216185923
