"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.00820394496964944,-0.00530530578816448,-0.00277392688272521,0.000674991588233346,-0.0049192886131331,-0.0115372844048645,0.000750938708630228,0.000880281746984621,-0.0258736502982,-0.0107040956159445,0.00513348149923888,-0.00130511811198116,-0.0153223012011752,0.000340947838284174,0.00404943651865329,0.00106430891376234,-0.0119261759134708,-0.00796640637103123,-0.00524507086018772,-0.00348359580326918,-0.00535852264584457
"2",0.00600858725621031,0.0186584561992417,-0.00278164296187691,-0.00337952332465248,0.0243580197298157,-0.00581901370942187,-0.00501694266888391,0.00876045900536112,0.020440963284973,-0.00215463744581644,0.00102354154278716,0.014631245358113,0.0146092886932496,0.0180732898501953,-0.00671143458798692,0.0200897805585857,0.0300144946089296,-0.00758255194081394,0.0263050316651388,0.00139489491162541,0.00574017776147526
"3",0.00343161650176223,0.00216130323851637,0.00935719875354066,0.0107745150078105,-0.000624196911333625,0.000343298453458946,-0.00529501993573888,0.00217817555079662,-0.00938239877191362,-0.0111788934236486,0.00382897723709725,-0.00359166016715612,0.00166290571637142,0.00991055373760041,-0.00280977987610333,0.00655477966386004,-0.015242246773121,0.00580358771804119,-0.00193351101559563,-0.0116370047882311,0.00380856116070019
"4",0.00322020822930758,0.0100869445891946,0.00309970973175438,0.00267558688043794,0.00784944324214302,-0.0020612168775334,0.00265101461829023,0.00260756340708077,0.0194482987066288,0.00184393648759703,0.00305266072722876,0.010097387057675,-0.00619049595987331,-0.00756980697413647,-0.00140785606810009,0.0182375875497808,0.0254040015484295,0.0101860933863056,0.00709254255699085,0.0109398005488756,0.00631554454869077
"5",0.0129162255228151,0.0142095027836522,-0.0075940993195938,-0.0107455701518296,0.0109839537068649,-0.00392785551086069,0.00540643801335878,0.00519481687710415,0.0107280722399989,-0.0145076768526153,-0.0145838583264184,-0.00118802846963936,-0.0256424306133376,-0.00905894468875181,0.00253271557928384,0.00156347749172186,-0.0106680616634613,0.00264026556017621,0.0104432009257142,0.00403703478610376,0.00489858418481221
"6",-0.00444528594028535,-0.00110000927766259,-0.00555943058014943,-0.00609551497897717,0.00694848330315878,-0.00145102806595925,-0.00628932890756399,-0.00172860890061774,-0.00995795283343468,0.00237610430869809,-0.0059454744090912,-0.00706587018688495,-0.0123275722886399,-0.0065939878792958,-0.0062024444682464,-0.00989096689113734,-0.0198890583684238,-0.011714135497381,0.00643787743505498,-0.00977251948833077,-0.010200957420896
"7",0.0100869470677454,0.0175016399896503,0.0152146780014835,0.0121540996506832,0.00662263318718249,-0.00512999391938267,0.00541120051895279,0.0103271141558495,0.00766874923930036,0.00270865240941191,-0.0122604900874811,0.0112633396219174,0.0120825042810414,0.00490736241621798,0.0196029800057287,0.0132441887331725,0.0295544363241415,0.0180661445889697,0.00771708857607834,0.0150378773645405,0.00505051578606857
"8",-0.00103943056358708,-0.0129262293722855,0.00683997194777694,0.00968449713059497,-0.00581859483872144,0.00913248356327247,-0.000627707006989487,0.0114919332387901,0.0068519491525526,-0.00186141013217875,-0.000262501642142502,-0.00218778574045689,-0.0115864725248392,0.0135805591263945,0.0145907612559442,-0.0119039701558066,-0.000678886100971307,0.00500926670901086,-0.00657704191387891,0.00248447332766197,0.00502513620267298
"9",0.0112779870674268,0.00949549420055647,0.00814668456781811,0.00629453792729423,0.00579772929692857,-0.0060789767859189,-0.00213715588290065,0.00716848947861272,-0.00914640522607615,0.00101574411983542,-0.00579253857680932,0.000273735117362276,-0.0159963420903028,-0.00685105862945477,0.0019112633804434,-0.00252425786792403,0.00112137049756293,0.00541654449632579,0.00600044328941069,0.0226260163185783,0.00587244768772241
"10",-0.0129276339458507,0.00279964968378049,0.00808085205393867,0.00723925504411789,0.00864788013020429,0.00552786076204973,0.00301583540971669,-0.00252419149590713,0.0375701586639646,0.00959845712193811,0.00421608002646501,0.0149411934195151,0.00877968765204577,0.0131591804769295,0.00435493339337305,0.00810230587788097,-0.00132807053225681,0.0126679096091388,0.0075865469472363,0.00618032331310294,0.0144706006587271
