"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",0.00815617687756405,-0.0110083673607688,-0.00711062859544638,0.00848443192187213,0.00380590373767819,0.00418019734590997,0.000976403657718833,-0.0107576933165709,0.0222903672436719,-0.012283590145383,-0.000277200278975253,-0.00855925339566995,-0.0010853555604567,0.00156829976208434,-0.0104976198736756,0.00576672633491722,0.00404880319940181,-0.00957885256082438,0.0234093244589994,-0.00657548238316281,0.00434960558325841,0.00240674003056506,0.00158442767415259,-0.0463729027254699,0.0256924378377445,0.00591515773169206,-0.0191636361667935,-0.0168503568851914,-0.00396468351372086,-0.00356365453364607,-0.00982918669647498,-0.0166913952310745,0.0103223123250077,-0.0291411349074995,-0.0208120046686009,-0.0120254613721562,-0.00967051689596961,0.00832318146387537,0.00324570229757156,-0.0141744114891458,0.00601204215662775,-0.0121455453227744,-0.0147134685966696,0.0118456727470136,-0.00112803170449853,0.000212021627000309,0.00846992070405504,-0.0101325886398609,0.00560703565523202,-0.0056022555486699,-0.00981830893733824,0.00869200189022708,0.00561399088845921,0.00185651823645447,-0.0355066884569098,-0.017686851166367,0.000662763748992378,0.0406619817188895,-0.00900416710217287,-0.00514139950041854,0.0268258142454905,-0.0100845965085686,-0.0427522988344342,0.0160960016787497,-0.00114194371208147,0.00986263371725848,0.00653081929391463,-0.00993954148501131,-0.00992466338479045,0.0201177231042095,-0.00185128099772299,-0.00359210124821045,-0.00938321393580977
"2",-0.011378678567659,0.00276347368430771,-0.0180991609863306,-0.00835534136466707,0.0122700925918144,-0.0101509518251557,-0.0160685536335993,-0.0214942497669849,0.00353648842000119,-0.034340554192681,-0.0125542170539322,-0.0231894449189103,-0.0265676240578513,-0.0275382790570448,-0.0158804835455924,-0.0113025253671689,-0.0160061289264911,0.0173704673383258,-0.00289059374205129,-0.0115583478548768,-0.0203466501620436,-0.0305087725512597,-0.00453361311482902,-0.0738590611381244,-0.0100298599784129,-0.00911479478893237,-0.0213947655824878,0.0142960770800945,-0.0112585173225678,-0.0135784833845151,-0.00461270998444162,-0.0133434151736844,-0.01594662411394,-0.0420922154853045,-0.013921793479007,-0.00959700264100954,-0.0441786425212528,-0.0231822958676253,-0.0269310200390807,-0.0195461878834238,-0.00802411527004794,-0.00315998565460718,-0.0249378226362954,0.00914318876867881,-0.00327260588013302,0.000211976683358592,-0.0271896094498791,-0.0465013636162776,-0.0345011034972228,-0.0199952622214873,-0.0111283577878437,-0.0242175854370306,-0.0225928246603123,-0.0184521881983084,-0.012121360532345,-0.0355888425728337,-0.00954184539012233,0.0269966667549253,-0.0271008375399434,-0.0229806386100741,-0.00489616393093744,-0.0490043198614379,-0.00102827772556593,0.00341569272086828,-0.0097595355274174,-0.0143009797963226,-0.0206379929519481,0.0025394535685884,0.0109682759448624,-0.0173504489464277,0.00738464894337863,-0.00521147701854903,-0.00209716959072365
"3",-0.0298826027030745,-0.0205304384989538,-0.0236474009625586,-0.0161356786436287,-0.0118902976765008,-0.0335293391920055,-0.0432353726955914,-0.0302333132466575,-0.0204476929198361,-0.0529224014543426,-0.026167590908702,-0.0267475083670283,-0.0292593409510496,-0.0131879546214863,-0.0350373884874048,-0.00889484789158514,-0.0428259248638263,-0.0190995032143078,-0.0201436779575694,-0.0404184161196742,-0.0246632684316253,-0.0207845218362906,-0.0131498092871895,-0.0402898094040395,-0.012467803745539,-0.0130178671493163,-0.0144646442630582,-0.0553396986138059,-0.0467287403277817,-0.0240092916240158,-0.0169447393083872,-0.0170962714611292,-0.0286060695462782,-0.116848892664587,-0.0288452647878117,-0.0257217501353747,-0.0236641425824612,-0.0268031215816441,-0.00355714025588987,-0.0272619109057826,-0.0367373029867838,-0.00969263986844015,-0.0323976084632983,-0.0212272121305736,-0.0213843043061132,-0.0307782822579986,-0.0448942325942498,-0.0312590568678986,-0.0187965909940244,-0.0500874025993966,-0.0212571023563113,-0.0391789894062047,-0.0303405878238949,-0.0382387393071016,-0.00816331063916098,-0.0339430230811533,-0.00985891920079436,-0.0488368942332271,-0.0469383259591516,-0.0239212750626856,-0.00110891100472313,-0.0672809087320024,-0.0271132354085607,0.0036305916893405,-0.0260665801661338,-0.0194637734660071,-0.0227124479216657,-0.0476766539173621,-0.0123313029547522,-0.0249966381677133,-0.0402431035909736,-0.0216693202523753,-0.0194318073250244
"4",-0.00809475228503018,-0.00642262965646725,-0.0113246913027991,-0.0204088716312072,-0.00609409617875208,-0.00467451711379269,-0.0181126512089191,-0.00950448431156385,0.0184845213756645,0.0151820734714955,-0.00955559609107116,-0.0182375875497808,-0.019714048542228,-0.0164567619635105,-0.0102178048444814,-0.0165381920649595,-0.0229666368339654,-0.00197970863965135,-0.00178315396340514,-0.011498266687373,-0.00341071873983304,-0.0114519638126879,-0.0262390425036107,-0.0244810267537424,-0.0109038973621659,-0.00464900883824391,-0.00860738658906609,-0.0500208170440205,-0.0232298482791285,-0.00661159433231282,-0.0135098180841335,-0.0181664002216275,-0.0106484851271674,-0.00421053253634338,-0.0202213715979238,-0.00165043774054364,0.0106166779146111,-0.0207153963828382,-0.0250323139349016,-0.0176497739350787,-0.0293954572394434,-0.0119414057267201,-0.00841486446913681,0.00617872688119219,-0.0105277624776578,-0.0114312082317786,0.000891273698388308,-0.00594481580932062,-0.002695938470909,-0.0362294954695187,-0.0134490761996443,-0.00744037549110176,-0.0128428118053288,-0.0161134228398704,-0.0123712918025468,-0.0178884418561324,-0.0216236944757272,-0.0163248740420005,0.00042803638962764,-0.0183750753049942,0.000475398154900596,-0.00885888051839372,-0.0116960397631914,-0.000453103768513142,-0.0203380619468544,-0.0131530783680233,0.00280899061105517,-0.0141602059860394,-0.0258052506579844,-0.00701358196759851,-0.00833249132540904,0.00450789643918992,-0.00107085500149298
"5",-0.000101600203287868,0.00231690153842815,-0.000406834830672517,-0.0134791095900674,0.00969497185959722,0.00841361886944708,0.00455901192938141,0.00330771777405232,-0.00591274535877322,-0.011966636617521,-0.00847338890062756,-0.00307219903697014,-0.00469563163634854,0.00110558330774965,-0.0291780878682959,0.00527348933560262,0.00169100719073174,0.017434450195508,0.0113951167311515,-0.00682596507039998,-0.000213561117482936,-0.00461776089932333,0.00800286723858888,-0.00871194060202157,0.0109038973621659,0.012733127238203,-0.0151557643582051,0.00411202280932404,-0.0149963347076444,-0.00165975141836451,-0.00699956194226971,-0.00198983041555791,-0.0123950236761886,-0.0376186216600533,-0.00155658206077762,0.000330305535620791,0.0127801564598965,0.00573964528996484,0.000228336569093367,-0.00907329620567483,-0.00401823444565057,-0.0295402696334326,-0.00992771744543959,-0.00403561378565708,0.0032558311158021,0,-0.0130008550753981,0.00170212807053036,-0.0236743627035525,-0.0262260697940254,-0.0034957736781419,-0.00731264684628649,-0.012317896158532,0.00113927668261188,0.0205346024417077,-0.00587536426142328,0.00160938073592253,-0.0216796996153611,-0.000213995292920214,-0.0178888290452574,-0.0219437010295322,-0.0138472522927912,-0.0123757296493924,0.00834936589073858,0.0115358164621644,0.00295001579686759,0.00489682685393059,-0.00521689908918054,0.0313775178898053,0.00398671624382138,0.00278521872606238,0.00909035497939392,0.0364696797813914
"6",0.00759151376020147,0.01378979972188,0.0161456585013871,0.0202841261768863,0.00641148717145571,0.00909870557867082,0.00209716959072355,0.0161853244210174,0.0199623052122108,0.0010027073937483,0.00555963392540269,0.0135343694439535,0.0103679858512564,0,0.00211261962055597,0.00497747714944641,0.0130470697116924,0.0221482332230108,0.0120469476587218,0.00954335804689992,0.00284366739174624,0.00487367900692607,0.0178908117665105,-0.0943106794712413,0.00429674692298703,0.0224063965724015,-0.00881528980755892,0.00522194398115185,0.014604561930841,0.072475173322826,0.0140659104887285,0.00154798792521495,0.00533097664118102,-0.0448003247553663,0.0166842181137874,0.00953170733349514,0.0193281102918336,0.0108668598472024,0.00501025871591534,0.0170414658548518,0.00577724985083021,-0.00780326192740569,0.00718652032939881,0.0151088804248022,0.0108577375079365,-0.000884760066563465,0.0130008550753982,0.00762392511065937,-0.000526662289987799,0.0138016902281337,0.00503005112536122,0.0156566096402157,0.0148201722594425,0.00113798020815549,-0.0246926125903715,0.00856332540232081,0.00229463157131217,-0.0226813846819249,0.00926672232754347,0.00558602880072998,0.019723240164792,0.00523561405394494,0.00162293787313057,0.00358905723981726,0.00429185208154108,0.0145134140722781,0.0117934075864482,-0.0148324342964942,0.00331979512514325,0.0482667409698346,0.00469584640912906,0.00659624118830557,0.0391677344242285
"7",-0.0210941739007546,-0.016880196206698,-0.0309030486794248,0.00596620927857092,-0.0178271362551324,-0.0263073201928006,-0.0140649294674037,-0.017935106144805,-0.0485150508772063,-0.0560624845767757,-0.0263134176528285,-0.0230298586983013,-0.021864308579206,-0.0186254199242708,-0.0115929129189914,-0.0175989380412975,-0.029228353510386,-0.0462932839708447,-0.0164682230400197,-0.0219487549043875,-0.0153089762850327,-0.0293413233329429,-0.0237690323135051,-0.0208196277823901,-0.0217248631912847,-0.0402785213385233,-0.0205750168881878,-0.0487479353313523,-0.0391580191938238,-0.0230523980299717,-0.0201720825847472,-0.00876663218707192,-0.029678437222069,-0.0302348611875478,-0.0173075299976704,-0.0251752282127632,-0.0322436671987584,-0.0250143318609134,-0.0370241269617792,-0.0209553651759881,-0.0135655279921685,-0.0109845980589185,-0.0157578289164906,-0.0549006414664482,-0.0203476414085157,-0.0198911463720984,-0.0333617354810367,-0.0586487270815075,-0.0609539266568989,-0.0486094303897966,-0.0248354799382823,-0.0437540948047434,-0.0305658427047247,-0.0189443093759791,-0.0168071183163813,-0.0268859209179856,-0.035459744961682,0.00208333408685427,-0.0144163957613489,-0.0225338138777877,-0.0046152703870014,-0.0595033511975468,-0.0229643771202488,-0.0189879122446912,-0.0620829771099492,-0.0260349109192867,-0.0204373114241674,-0.0566265296856507,-0.0365501729378345,-0.0300554050372404,-0.043967908762658,-0.0360645558978223,-0.0495520437299451
"8",0.0167487575334376,0.0123046925455796,-0.00227390278857823,0.0448482470800918,0.00990107098271154,-7.75698430228783e-05,0.0286232455170956,0.0129532985622812,0.0165413058644864,0.0218083711213606,0.00567589275825453,0.00971524532599372,0.023858658583765,0.00202429218923066,0.022410811263878,0.00517641804274023,0.00839426660754401,0.0111594462488982,0.0093775815886478,0.0130900939058051,0.0175780881035293,0.000263469900088108,0.00857064242515401,0.0153099719714205,0.00372560566997511,-0.0107129166297708,0.00702515723616675,0.0159815731941184,0.0165693829147623,0.0133492363189947,0.0207490833508567,0.0103122275488526,-0.00258968839985592,0.0472710483401156,0.0163878957429016,0.0136600491546134,0.0210364828528224,0.0239844656524835,0.0140451747030476,0.00339293030700917,0.0236685865331333,0.0179415311388949,0.00423447490146822,0.00173117392066993,0.00967387961630389,0.0313324152925632,0.0107639502862594,0.0399088260309406,0.00988934865163649,0.0144429512169877,0.0186841953387642,-0.00188893142678215,0.000468442645230245,0.00779337181622507,-0.0170944333593002,0.0273595178958171,0.00544702353288289,-0.00208333408685425,-0.00409571600781077,0.0125814198906573,0.00699414709365708,-0.010445777432162,-0.00276931774880439,0.0111200510440776,0.00151783484743528,0.0059419188907028,0.0135168685795937,-0.00479717261611738,0.0244410441480849,0.037788561100404,0.00886137832219986,0.00637828008171259,-0.0250145154741818
"9",-0.015102327855077,-0.0410874225244677,-0.00956547114633231,-0.0196560253026356,-0.0241622492790798,-0.0239198175990617,-0.0198095096323199,-0.00616572280853626,-0.0105386921239505,-0.0213844626792348,-0.0177314938604909,-0.0197498930241642,-0.0260716137808487,-0.0387130339327396,-0.0393042239471,-0.00654309858893584,-0.0280205123321749,-0.0451469935388564,-0.0019888075289017,-0.017027562802971,-0.0177943744675173,-0.0162000621629008,-0.0178102248586358,-0.0480997947944112,-0.00724792205661285,-0.00284461493228223,-0.0517563251684704,-0.000290951413166747,-0.00522404242106648,-0.00625980134850667,-0.0272483676761812,-0.0297827655433908,-0.00565967093918104,-0.0735883566574892,-0.0219107566523024,0.00231366819455246,-0.0175220158669436,-0.0224026039991371,-0.013102667564474,-0.019469175862375,-0.00581622422859877,0.00243136642765128,-0.0192594934003259,-0.0174480996681749,-0.0360860678868205,-0.0087893336646061,-0.0369696420342404,-0.0217305378323882,-0.00528072377789954,-0.0101825897433755,-0.019112919889811,-0.0169705664964612,-0.00828764282467742,-0.0312479796801677,-0.0130153681120702,0.0036234777731461,-0.0178725119518988,-0.0120641379268568,-0.00987689149352629,-0.00208594151563623,0.00678824928898092,-0.0399910482871421,0.00553098755153356,-0.0237508309746047,-0.0190117368968678,-0.0122524850861405,-0.0234202742080985,-0.0462114304952979,-0.0372787042451203,-0.0151627453710765,-0.0187004559071885,-0.00401634775754558,-0.0245588363087066
"10",0.000719461462762334,-0.024181726390769,0.00479417280934416,-0.0153269658393462,0.0211261938160485,0.0109722062206814,0,-0.022674935516064,-0.0150746386916286,0.00675820946053374,-0.000606612090181781,-0.0121760241597274,-0.0114835437968081,-0.0045648818076843,-0.0141297556846627,-0.00906724167896359,0.00341690506863773,0.0025766569267285,-0.00324624659034018,0.00115968933326351,-0.00216544043040503,-0.0148350664039411,-0.00632724608331707,-0.023461486678998,0.0136943585629328,0.00106767908594264,0.00640665466265716,-0.0247471754058264,-0.00444175977594246,0.00117670144975752,-0.00988868485764868,-0.00136472214971749,0.00122642971067805,-0.0794368306480346,-0.000313528768832626,0.00756458137711032,-0.000134943661226391,0.0110035168378267,0.00446481766257798,-0.0324002423254214,0.00967499806940284,-0.0151066702651402,0.00540077414393104,-0.00428374095916443,-0.00881175486492691,-0.00619882436556659,0.00220368419102688,-0.00131897139367841,0.00111405108305339,-0.0150712775778278,-0.00501541496982611,-0.0207915776849141,0.000531110811455229,-0.0122371322595713,-0.026550232094121,-0.00900408895018782,0.0109996326641367,-0.0116774150724381,-0.00459167746717299,-0.00986263371725857,0.00157208018543153,-0.0165293019512106,-0.0325140748548848,0.0110320585668299,-0.00801866686643014,0.00343700099970576,0.0176164273882982,-0.0107871161570505,0.0116609684287159,0.0217693223870073,0.0322822638083605,-0.00738216319965476,-0.00292933201049316
