"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.00848443192187213,0.0200979212120611,-0.0125689007351136,0.0114230196654736,-0.0140139384090388,0.0110310834322736,0.00461494906172368,0.00851736629546776,-0.00469117357588017,-0.00232288141613964,0.000788643573998384,-0.0125361224782554,-0.00228571528085595,0.0164782307323849,0.00342400943232973,-0.0204645613836109,-0.0285519019284408,0.0065726430905186,0.00643733000457167,-0.00113765655046091,-0.0290215296667834,0.0172931311624046,0.0156564978606067
"2",-0.00835534136466707,-0.0533899438993138,-0.0378619528917783,-0.0373557865437689,-0.0469510831913141,-0.0442120521398852,-0.026240572652517,-0.040306002234745,-0.123284031846731,-0.0289020412121049,-0.0463886354862444,-0.0134597254773522,-0.0644414452033125,-0.0461379133032408,-0.139572062948024,-0.12201319692614,-0.0506974697256998,-0.074790354123514,-0.0408932932262139,-0.0923549605587927,-0.0702258910525947,-0.00705122086663522,-0.0831697361149206
"3",-0.0161356786436287,-0.0358411898286289,-0.0150969675314873,-0.0204564357535986,-0.0293658948043645,-0.0288578351869486,-0.0225567857873979,-0.0360793760364904,-0.0555951807562507,-0.0153779602119993,-0.06129578010591,-0.00505994731738556,-0.032701075929074,-0.0181963386067791,-0.105360515657826,-0.0527559724422788,-0.0262287288118639,0.00232188262717135,-0.0280181002495708,0.0343592080669356,-0.019330498817425,0.0200356964854883,-0.0738279207242659
"4",-0.0204088716312072,0.0358411898286289,-0.0382293314276403,-0.0163527315367598,0.00594257278680285,-0.0176306799203079,-0.0169121117799944,-0.0107781848727918,-0.0304495456022839,-0.0137680008688033,0.0117828114236215,-0.00483838409406586,-0.000917431257009118,-0.0171078487771034,-0.0146630193100744,0.00273224213687307,-0.0223552710438804,-0.00499441320618323,0.000916170471779582,0.0367122341122584,-0.0263693591189674,-0.0545913949379263,0.01555901260029
"5",-0.0134791095900674,-0.0421770082777147,-0.0102274855159041,0.0128147602121465,-0.0534091100257265,-0.0514270403069796,-0.00384882316393279,-0.016697748297896,-0.073142255033763,-0.028434973099223,-0.0192734831527791,0.0303053186025275,-0.0443370376237683,-0.0313555713933426,-0.0831247541248218,-0.044352548839572,-0.00168492036491952,-0.0203189898701582,-0.0286419455158799,-0.0723206615796261,0.000333945569976076,0.0117965396223203,-0.0551789501229662
"6",0.0202841261768863,-0.0403512955235675,0.0145480798370424,0.0212995065059494,0.0158460084500781,-0.0213846172823372,-0.00138921068880603,0.0169412350290722,-0.0457283283100194,-0.00253887791090675,-0.0341913647482792,0.00137769946017786,-0.0514321736322706,-0.00409199359754173,-0.122206931871926,0.010215752861599,-0.0113871612024333,-0.00238147852354922,-0.0118494158388569,-0.0330398540782002,0.0158996393474215,0.0302318760149004,-0.04745623778222
"7",0.00596620927857092,-0.0489740045964596,-0.0927697577616154,-0.0335825639274223,0.016775789504837,-0.0315483577349259,-0.0122777204732464,-0.0100318923045933,-0.0733549285671172,-0.0326203636092997,-0.0411080766277707,-0.00386839081799874,-0.0258359427109074,-0.00939283497895553,-0.194976872932171,0.00506900550329723,-0.0445957566340967,0.00844183697821106,0.0196717335723469,0.0141118441926812,-0.0453783112435612,-0.0905036572347214,-0.0364252461984821
"8",0.0448482470800918,0.0765319486601175,0.0321181901197609,0.0521699863927476,0.0518980518310595,0.0560894666510436,0.0113505066840545,0.0496504849992428,0.0602112563265669,0.0443090135091666,0.0827901131052076,0.0241333199516462,0.0348857782308252,0.0578939784189027,0.2955496457394,0.0393827570675365,0.0477583915533959,0.0152940068315447,0.0168434794027507,0.03811770427866,0.0480038460632598,0.0346086674415446,0.0457132386649528
"9",-0.0196560253026356,-0.0726783793441275,-0.0526684951543596,-0.0102695038823507,0.00762877189962112,-0.0469010405966374,-0.0261585907549421,-0.0212849468704193,-0.108182084112596,-0.0315866106247854,-0.0375715031719519,-0.0144754235715571,-0.0315226913719766,-0.0190872582336538,-0.127535190412357,-0.0469959335544675,-0.0315841698644981,-0.0246193141384451,-0.0357208686645234,0.00611248846907706,-0.01852517416712,-0.0136097217699829,-0.058292020871813
"10",-0.0153269658393462,-0.0352286918837438,-0.00532559961195738,0.0025455022017693,-0.0433584575161638,-0.0781812975413577,-0.00301994984346355,-0.0261547782011411,-0.0581706328548682,-0.034963983626206,-0.0538393529771627,0.0184562858711978,-0.058222421601185,-0.0214092684236794,-0.0200759565726893,-0.0243530155755616,-0.00251004147847797,-0.0135257445547221,-0.0321124809405427,0.00121802694717723,-0.014122628805627,0.00195562303770841,-0.0421158760041806
"11",-0.0430605365814141,-0.0439810294859008,-0.0171362822429874,-0.0223659708703078,0.00708463297711571,-0.0463892026318938,-0.0284165068037687,-0.0315310562478627,0.0231670592815344,-0.0449706801814158,-0.0367418256532575,0.0207575603528712,-0.03680370764023,-0.0303954684524133,-0.0185486609889508,0.00376321185176055,-0.0231356448465989,-0.0233854579720104,-0.0122093580684705,0.0428892415627721,0.00641352409372699,-0.0160585180873966,-0.0839187504331798
