PERMNO,date,TICKER,PRC
12308,2016-01-04,CHTR,177.53000
12308,2016-01-05,CHTR,175.17000
12308,2016-01-06,CHTR,174.31000
12308,2016-01-07,CHTR,173.63000
12308,2016-01-08,CHTR,174.89000
12308,2016-01-11,CHTR,175.63000
12308,2016-01-12,CHTR,175.32001
12308,2016-01-13,CHTR,167.99001
12308,2016-01-14,CHTR,172.31000
12308,2016-01-15,CHTR,165.08000
12308,2016-01-19,CHTR,167.38000
12308,2016-01-20,CHTR,170.50999
12308,2016-01-21,CHTR,169.45000
12308,2016-01-22,CHTR,174.72000
12308,2016-01-25,CHTR,172.34000
12308,2016-01-26,CHTR,172.17000
12308,2016-01-27,CHTR,165.28999
12308,2016-01-28,CHTR,167.30000
12308,2016-01-29,CHTR,171.36000
12308,2016-02-01,CHTR,175.75000
12308,2016-02-02,CHTR,172.00000
12308,2016-02-03,CHTR,176.45000
12308,2016-02-04,CHTR,170.50000
12308,2016-02-05,CHTR,168.53999
12308,2016-02-08,CHTR,162.59000
12308,2016-02-09,CHTR,165.03999
12308,2016-02-10,CHTR,161.08000
12308,2016-02-11,CHTR,159.53000
12308,2016-02-12,CHTR,167.75000
12308,2016-02-16,CHTR,168.92999
12308,2016-02-17,CHTR,171.91000
12308,2016-02-18,CHTR,171.94000
12308,2016-02-19,CHTR,173.57001
12308,2016-02-22,CHTR,177.05000
12308,2016-02-23,CHTR,174.39000
12308,2016-02-24,CHTR,175.78999
12308,2016-02-25,CHTR,183.03999
12308,2016-02-26,CHTR,181.21001
12308,2016-02-29,CHTR,179.56000
12308,2016-03-01,CHTR,184.33000
12308,2016-03-02,CHTR,181.88000
12308,2016-03-03,CHTR,183.67000
12308,2016-03-04,CHTR,184.78000
12308,2016-03-07,CHTR,185.30000
12308,2016-03-08,CHTR,182.92000
12308,2016-03-09,CHTR,186.55000
12308,2016-03-10,CHTR,185.00999
12308,2016-03-11,CHTR,187.61000
12308,2016-03-14,CHTR,186.00000
12308,2016-03-15,CHTR,186.92999
12308,2016-03-16,CHTR,198.16000
12308,2016-03-17,CHTR,201.02000
12308,2016-03-18,CHTR,201.00000
12308,2016-03-21,CHTR,202.67999
12308,2016-03-22,CHTR,204.10001
12308,2016-03-23,CHTR,202.32001
12308,2016-03-24,CHTR,198.34000
12308,2016-03-28,CHTR,198.12000
12308,2016-03-29,CHTR,203.03000
12308,2016-03-30,CHTR,203.52000
12308,2016-03-31,CHTR,202.42999
12308,2016-04-01,CHTR,203.47000
12308,2016-04-04,CHTR,205.35001
12308,2016-04-05,CHTR,203.31000
12308,2016-04-06,CHTR,204.97000
12308,2016-04-07,CHTR,203.91000
12308,2016-04-08,CHTR,202.55000
12308,2016-04-11,CHTR,200.38000
12308,2016-04-12,CHTR,200.25000
12308,2016-04-13,CHTR,202.71001
12308,2016-04-14,CHTR,200.81000
12308,2016-04-15,CHTR,203.06000
12308,2016-04-18,CHTR,201.58000
12308,2016-04-19,CHTR,204.63000
12308,2016-04-20,CHTR,198.23000
12308,2016-04-21,CHTR,199.70000
12308,2016-04-22,CHTR,197.91000
12308,2016-04-25,CHTR,207.00999
12308,2016-04-26,CHTR,210.07001
12308,2016-04-27,CHTR,206.42999
12308,2016-04-28,CHTR,209.75000
12308,2016-04-29,CHTR,212.24001
12308,2016-05-02,CHTR,216.53000
12308,2016-05-03,CHTR,212.67000
12308,2016-05-04,CHTR,212.42999
12308,2016-05-05,CHTR,212.02000
12308,2016-05-06,CHTR,212.92000
12308,2016-05-09,CHTR,213.48000
12308,2016-05-10,CHTR,216.49001
12308,2016-05-11,CHTR,217.22000
12308,2016-05-12,CHTR,213.96001
12308,2016-05-13,CHTR,214.58000
12308,2016-05-16,CHTR,203.60001
12308,2016-05-17,CHTR,203.36000
12308,2016-05-18,CHTR,227.41000
12308,2016-05-19,CHTR,227.57001
12308,2016-05-20,CHTR,233.11000
12308,2016-05-23,CHTR,225.00000
12308,2016-05-24,CHTR,228.38000
12308,2016-05-25,CHTR,225.60001
12308,2016-05-26,CHTR,219.03999
12308,2016-05-27,CHTR,219.97000
12308,2016-05-31,CHTR,218.94000
12308,2016-06-01,CHTR,227.50000
12308,2016-06-02,CHTR,227.82001
12308,2016-06-03,CHTR,224.95000
12308,2016-06-06,CHTR,221.67999
12308,2016-06-07,CHTR,220.80000
12308,2016-06-08,CHTR,223.08000
12308,2016-06-09,CHTR,222.97000
12308,2016-06-10,CHTR,223.53000
12308,2016-06-13,CHTR,223.28000
12308,2016-06-14,CHTR,222.24001
12308,2016-06-15,CHTR,221.19000
12308,2016-06-16,CHTR,221.48000
12308,2016-06-17,CHTR,221.05000
12308,2016-06-20,CHTR,221.12000
12308,2016-06-21,CHTR,222.81000
12308,2016-06-22,CHTR,222.39000
12308,2016-06-23,CHTR,224.87000
12308,2016-06-24,CHTR,216.80000
12308,2016-06-27,CHTR,216.28000
12308,2016-06-28,CHTR,218.38000
12308,2016-06-29,CHTR,227.37000
12308,2016-06-30,CHTR,228.64000
12308,2016-07-01,CHTR,232.28999
12308,2016-07-05,CHTR,231.77000
12308,2016-07-06,CHTR,232.78000
12308,2016-07-07,CHTR,234.87000
12308,2016-07-08,CHTR,237.17000
12308,2016-07-11,CHTR,239.87000
12308,2016-07-12,CHTR,238.45000
12308,2016-07-13,CHTR,237.42999
12308,2016-07-14,CHTR,239.11000
12308,2016-07-15,CHTR,234.98000
12308,2016-07-18,CHTR,234.34000
12308,2016-07-19,CHTR,232.00999
12308,2016-07-20,CHTR,236.19000
12308,2016-07-21,CHTR,240.48000
12308,2016-07-22,CHTR,243.47000
12308,2016-07-25,CHTR,240.69000
12308,2016-07-26,CHTR,237.98000
12308,2016-07-27,CHTR,237.72000
12308,2016-07-28,CHTR,237.80000
12308,2016-07-29,CHTR,234.87000
12308,2016-08-01,CHTR,236.00000
12308,2016-08-02,CHTR,235.78999
12308,2016-08-03,CHTR,237.11000
12308,2016-08-04,CHTR,236.99001
12308,2016-08-05,CHTR,234.78999
12308,2016-08-08,CHTR,236.82001
12308,2016-08-09,CHTR,255.75999
12308,2016-08-10,CHTR,254.07001
12308,2016-08-11,CHTR,258.06000
12308,2016-08-12,CHTR,258.62000
12308,2016-08-15,CHTR,260.51001
12308,2016-08-16,CHTR,257.14001
12308,2016-08-17,CHTR,257.42999
12308,2016-08-18,CHTR,254.83000
12308,2016-08-19,CHTR,252.63000
12308,2016-08-22,CHTR,252.64999
12308,2016-08-23,CHTR,252.24001
12308,2016-08-24,CHTR,251.74001
12308,2016-08-25,CHTR,252.07001
12308,2016-08-26,CHTR,250.92999
12308,2016-08-29,CHTR,252.31000
12308,2016-08-30,CHTR,256.03000
12308,2016-08-31,CHTR,257.20999
12308,2016-09-01,CHTR,268.82001
12308,2016-09-02,CHTR,271.79001
12308,2016-09-06,CHTR,274.67001
12308,2016-09-07,CHTR,277.56000
12308,2016-09-08,CHTR,268.66000
12308,2016-09-09,CHTR,264.12000
12308,2016-09-12,CHTR,269.31000
12308,2016-09-13,CHTR,264.97000
12308,2016-09-14,CHTR,266.69000
12308,2016-09-15,CHTR,266.26999
12308,2016-09-16,CHTR,265.94000
12308,2016-09-19,CHTR,262.92999
12308,2016-09-20,CHTR,264.56000
12308,2016-09-21,CHTR,274.26999
12308,2016-09-22,CHTR,276.73001
12308,2016-09-23,CHTR,276.07999
12308,2016-09-26,CHTR,273.82001
12308,2016-09-27,CHTR,275.39999
12308,2016-09-28,CHTR,276.57001
12308,2016-09-29,CHTR,271.82999
12308,2016-09-30,CHTR,269.97000
12308,2016-10-03,CHTR,268.16000
12308,2016-10-04,CHTR,267.41000
12308,2016-10-05,CHTR,267.07999
12308,2016-10-06,CHTR,268.17001
12308,2016-10-07,CHTR,266.97000
12308,2016-10-10,CHTR,267.85001
12308,2016-10-11,CHTR,257.85999
12308,2016-10-12,CHTR,256.89001
12308,2016-10-13,CHTR,256.39999
12308,2016-10-14,CHTR,257.59000
12308,2016-10-17,CHTR,257.51999
12308,2016-10-18,CHTR,259.95001
12308,2016-10-19,CHTR,260.20001
12308,2016-10-20,CHTR,258.12000
12308,2016-10-21,CHTR,255.06000
12308,2016-10-24,CHTR,259.60001
12308,2016-10-25,CHTR,257.06000
12308,2016-10-26,CHTR,248.64000
12308,2016-10-27,CHTR,244.10001
12308,2016-10-28,CHTR,249.25000
12308,2016-10-31,CHTR,249.89000
12308,2016-11-01,CHTR,249.57001
12308,2016-11-02,CHTR,252.91000
12308,2016-11-03,CHTR,247.42000
12308,2016-11-04,CHTR,250.23000
12308,2016-11-07,CHTR,257.16000
12308,2016-11-08,CHTR,262.26001
12308,2016-11-09,CHTR,269.82999
12308,2016-11-10,CHTR,270.87000
12308,2016-11-11,CHTR,272.44000
12308,2016-11-14,CHTR,263.14001
12308,2016-11-15,CHTR,260.20001
12308,2016-11-16,CHTR,261.98999
12308,2016-11-17,CHTR,265.48001
12308,2016-11-18,CHTR,262.70001
12308,2016-11-21,CHTR,264.10001
