PERMNO,date,TICKER,PRC
10909,2016-01-04,CERN,58.16000
10909,2016-01-05,CERN,58.08000
10909,2016-01-06,CERN,57.62000
10909,2016-01-07,CERN,57.67000
10909,2016-01-08,CERN,58.74000
10909,2016-01-11,CERN,57.26000
10909,2016-01-12,CERN,59.16000
10909,2016-01-13,CERN,58.33000
10909,2016-01-14,CERN,58.19000
10909,2016-01-15,CERN,56.77000
10909,2016-01-19,CERN,56.39000
10909,2016-01-20,CERN,56.03000
10909,2016-01-21,CERN,55.83000
10909,2016-01-22,CERN,57.38000
10909,2016-01-25,CERN,56.18000
10909,2016-01-26,CERN,56.52000
10909,2016-01-27,CERN,56.30000
10909,2016-01-28,CERN,55.96000
10909,2016-01-29,CERN,58.01000
10909,2016-02-01,CERN,57.62000
10909,2016-02-02,CERN,56.64000
10909,2016-02-03,CERN,57.21000
10909,2016-02-04,CERN,58.49000
10909,2016-02-05,CERN,55.31000
10909,2016-02-08,CERN,54.29000
10909,2016-02-09,CERN,53.71000
10909,2016-02-10,CERN,54.55000
10909,2016-02-11,CERN,53.95000
10909,2016-02-12,CERN,54.90000
10909,2016-02-16,CERN,55.46000
10909,2016-02-17,CERN,52.81000
10909,2016-02-18,CERN,52.15000
10909,2016-02-19,CERN,51.46000
10909,2016-02-22,CERN,52.46000
10909,2016-02-23,CERN,50.65000
10909,2016-02-24,CERN,51.79000
10909,2016-02-25,CERN,51.36000
10909,2016-02-26,CERN,52.01000
10909,2016-02-29,CERN,51.06000
10909,2016-03-01,CERN,51.48000
10909,2016-03-02,CERN,51.30000
10909,2016-03-03,CERN,50.00000
10909,2016-03-04,CERN,51.64000
10909,2016-03-07,CERN,52.61000
10909,2016-03-08,CERN,52.79000
10909,2016-03-09,CERN,53.54000
10909,2016-03-10,CERN,53.40000
10909,2016-03-11,CERN,54.01000
10909,2016-03-14,CERN,53.30000
10909,2016-03-15,CERN,52.08000
10909,2016-03-16,CERN,52.65000
10909,2016-03-17,CERN,52.30000
10909,2016-03-18,CERN,53.48000
10909,2016-03-21,CERN,53.14000
10909,2016-03-22,CERN,54.56000
10909,2016-03-23,CERN,52.66000
10909,2016-03-24,CERN,51.46000
10909,2016-03-28,CERN,51.57000
10909,2016-03-29,CERN,52.48000
10909,2016-03-30,CERN,52.72000
10909,2016-03-31,CERN,52.96000
10909,2016-04-01,CERN,54.08000
10909,2016-04-04,CERN,54.60000
10909,2016-04-05,CERN,54.03000
10909,2016-04-06,CERN,55.23000
10909,2016-04-07,CERN,55.98000
