PERMNO,date,TICKER,PRC
10138,2016-01-04,TROW,70.19000
10138,2016-01-05,TROW,70.48000
10138,2016-01-06,TROW,68.90000
10138,2016-01-07,TROW,67.06000
10138,2016-01-08,TROW,65.36000
10138,2016-01-11,TROW,65.01000
10138,2016-01-12,TROW,66.71000
10138,2016-01-13,TROW,64.87000
10138,2016-01-14,TROW,65.58000
10138,2016-01-15,TROW,64.95000
10138,2016-01-19,TROW,65.56000
10138,2016-01-20,TROW,65.09000
10138,2016-01-21,TROW,65.56000
10138,2016-01-22,TROW,67.43000
10138,2016-01-25,TROW,65.41000
10138,2016-01-26,TROW,66.65000
10138,2016-01-27,TROW,66.23000
10138,2016-01-28,TROW,68.42000
10138,2016-01-29,TROW,70.95000
10138,2016-02-01,TROW,70.16000
10138,2016-02-02,TROW,68.05000
10138,2016-02-03,TROW,68.64000
10138,2016-02-04,TROW,69.78000
10138,2016-02-05,TROW,68.64000
10138,2016-02-08,TROW,65.97000
10138,2016-02-09,TROW,66.49000
10138,2016-02-10,TROW,66.59000
10138,2016-02-11,TROW,65.48000
10138,2016-02-12,TROW,67.55000
10138,2016-02-16,TROW,68.47000
10138,2016-02-17,TROW,70.26000
10138,2016-02-18,TROW,69.43000
10138,2016-02-19,TROW,68.86000
10138,2016-02-22,TROW,69.89000
10138,2016-02-23,TROW,68.60000
10138,2016-02-24,TROW,68.96000
10138,2016-02-25,TROW,69.64000
10138,2016-02-26,TROW,69.72000
10138,2016-02-29,TROW,69.11000
10138,2016-03-01,TROW,71.40000
10138,2016-03-02,TROW,71.67000
10138,2016-03-03,TROW,72.34000
10138,2016-03-04,TROW,72.78000
10138,2016-03-07,TROW,72.56000
10138,2016-03-08,TROW,71.97000
10138,2016-03-09,TROW,71.52000
10138,2016-03-10,TROW,71.31000
10138,2016-03-11,TROW,72.63000
10138,2016-03-14,TROW,71.67000
10138,2016-03-15,TROW,70.60000
10138,2016-03-16,TROW,71.32000
10138,2016-03-17,TROW,73.21000
10138,2016-03-18,TROW,73.54000
10138,2016-03-21,TROW,73.36000
10138,2016-03-22,TROW,73.09000
10138,2016-03-23,TROW,73.10000
10138,2016-03-24,TROW,72.51000
10138,2016-03-28,TROW,72.80000
10138,2016-03-29,TROW,73.90000
10138,2016-03-30,TROW,73.90000
10138,2016-03-31,TROW,73.46000
10138,2016-04-01,TROW,73.95000
10138,2016-04-04,TROW,73.03000
10138,2016-04-05,TROW,72.34000
10138,2016-04-06,TROW,73.35000
10138,2016-04-07,TROW,71.48000
10138,2016-04-08,TROW,71.80000
10138,2016-04-11,TROW,72.19000
10138,2016-04-12,TROW,74.04000
10138,2016-04-13,TROW,76.50000
10138,2016-04-14,TROW,76.61000
10138,2016-04-15,TROW,76.53000
10138,2016-04-18,TROW,76.60000
10138,2016-04-19,TROW,77.72000
10138,2016-04-20,TROW,78.34000
10138,2016-04-21,TROW,77.63000
10138,2016-04-22,TROW,77.58000
10138,2016-04-25,TROW,76.97000
10138,2016-04-26,TROW,77.52000
10138,2016-04-27,TROW,77.46000
10138,2016-04-28,TROW,75.77000
10138,2016-04-29,TROW,75.29000
10138,2016-05-02,TROW,75.69000
10138,2016-05-03,TROW,74.93000
10138,2016-05-04,TROW,74.29000
10138,2016-05-05,TROW,74.34000
10138,2016-05-06,TROW,75.09000
10138,2016-05-09,TROW,75.04000
10138,2016-05-10,TROW,75.86000
10138,2016-05-11,TROW,75.35000
10138,2016-05-12,TROW,75.61000
10138,2016-05-13,TROW,74.13000
10138,2016-05-16,TROW,74.74000
10138,2016-05-17,TROW,74.08000
10138,2016-05-18,TROW,74.43000
10138,2016-05-19,TROW,73.74000
10138,2016-05-20,TROW,74.88000
10138,2016-05-23,TROW,74.51000
10138,2016-05-24,TROW,76.57000
10138,2016-05-25,TROW,77.36000
10138,2016-05-26,TROW,76.66000
10138,2016-05-27,TROW,77.13000
10138,2016-05-31,TROW,77.06000
10138,2016-06-01,TROW,77.02000
10138,2016-06-02,TROW,76.94000
10138,2016-06-03,TROW,75.98000
10138,2016-06-06,TROW,76.41000
10138,2016-06-07,TROW,75.47000
10138,2016-06-08,TROW,75.08000
10138,2016-06-09,TROW,74.37000
10138,2016-06-10,TROW,72.83000
10138,2016-06-13,TROW,71.72000
10138,2016-06-14,TROW,71.14000
10138,2016-06-15,TROW,71.56000
10138,2016-06-16,TROW,71.24000
10138,2016-06-17,TROW,71.37000
10138,2016-06-20,TROW,72.21000
10138,2016-06-21,TROW,71.85000
10138,2016-06-22,TROW,72.00000
10138,2016-06-23,TROW,73.52000
10138,2016-06-24,TROW,69.60000
10138,2016-06-27,TROW,67.62000
10138,2016-06-28,TROW,69.38000
10138,2016-06-29,TROW,71.34000
10138,2016-06-30,TROW,72.97000
10138,2016-07-01,TROW,72.34000
10138,2016-07-05,TROW,71.35000
10138,2016-07-06,TROW,71.96000
10138,2016-07-07,TROW,71.59000
10138,2016-07-08,TROW,73.24000
10138,2016-07-11,TROW,73.34000
10138,2016-07-12,TROW,74.47000
10138,2016-07-13,TROW,73.89000
10138,2016-07-14,TROW,74.13000
10138,2016-07-15,TROW,74.65000
10138,2016-07-18,TROW,74.59000
10138,2016-07-19,TROW,74.08000
10138,2016-07-20,TROW,74.07000
10138,2016-07-21,TROW,73.88000
10138,2016-07-22,TROW,74.12000
10138,2016-07-25,TROW,73.69000
10138,2016-07-26,TROW,70.55000
10138,2016-07-27,TROW,70.68000
10138,2016-07-28,TROW,70.44000
10138,2016-07-29,TROW,70.69000
10138,2016-08-01,TROW,69.84000
10138,2016-08-02,TROW,69.00000
10138,2016-08-03,TROW,69.10000
10138,2016-08-04,TROW,69.05000
10138,2016-08-05,TROW,69.84000
10138,2016-08-08,TROW,69.68000
10138,2016-08-09,TROW,68.79000
10138,2016-08-10,TROW,68.78000
10138,2016-08-11,TROW,69.01000
10138,2016-08-12,TROW,68.73000
10138,2016-08-15,TROW,68.64000
10138,2016-08-16,TROW,68.64000
10138,2016-08-17,TROW,69.01000
10138,2016-08-18,TROW,69.12000
10138,2016-08-19,TROW,68.98000
10138,2016-08-22,TROW,69.05000
10138,2016-08-23,TROW,69.54000
10138,2016-08-24,TROW,68.97000
10138,2016-08-25,TROW,68.71000
10138,2016-08-26,TROW,68.88000
10138,2016-08-29,TROW,68.95000
10138,2016-08-30,TROW,69.90000
10138,2016-08-31,TROW,69.54000
10138,2016-09-01,TROW,68.75000
10138,2016-09-02,TROW,69.27000
10138,2016-09-06,TROW,69.08000
10138,2016-09-07,TROW,69.34000
10138,2016-09-08,TROW,68.84000
10138,2016-09-09,TROW,67.48000
10138,2016-09-12,TROW,68.60000
10138,2016-09-13,TROW,67.34000
10138,2016-09-14,TROW,66.99000
10138,2016-09-15,TROW,67.80000
10138,2016-09-16,TROW,67.02000
10138,2016-09-19,TROW,66.64000
10138,2016-09-20,TROW,66.63000
10138,2016-09-21,TROW,66.83000
10138,2016-09-22,TROW,66.82000
10138,2016-09-23,TROW,65.92000
10138,2016-09-26,TROW,65.20000
10138,2016-09-27,TROW,65.56000
10138,2016-09-28,TROW,66.35000
10138,2016-09-29,TROW,65.54000
10138,2016-09-30,TROW,66.50000
10138,2016-10-03,TROW,66.45000
10138,2016-10-04,TROW,66.55000
10138,2016-10-05,TROW,67.58000
